source,apn_given,address_given,address
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2111013900,7326  JORDAN AV 91303,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,101 N JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,110  JUDGE JOHN AISO ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161012902,140  JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,151  JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,151  JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,151  JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161012901,200 N JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161012901,206 N JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,215  JUDGE JOHN AISO ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1349 N JUNE ST 90028,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1400  K ST 95814,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1400  K ST 95814,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2530039053,11325  KAGEL CANYON ST 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11435  KAGEL CANYON ST 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,12001  KAGEL CANYON ST 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,12200  KAGEL CANYON ST 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,13398  KAGEL CANYON ST 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,16650  KALISHER ST 91344,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6737  KATHERINE AV 91405,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5405024900,707 E KENSINGTON RD 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,175 N KENTER AV 90049,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4808  KESTER AV 91403,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4860  KESTER AV 91403,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8737  KESTER AV 91402,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8801  KESTER AV 91406,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8845  KESTER AV 91402,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11262  KESWICK ST 91352,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,10353  KEY WEST AV 91326,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  KEYSTONE ST 91506,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  KEYSTONE ST 91506,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  KEYSTONE ST 91506,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,12398  KITTRIDGE ST 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,13400  KITTRIDGE ST 91401,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,13430  KITTRIDGE ST 91401,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18332  KITTRIDGE ST 91335,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,24500  KITTRIDGE ST 91304,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,25000  KITTRIDGE ST 91307,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5214018900,4721  KLAMATH ST 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5214018900,4721  KLAMATH ST 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5214018900,4721  KLAMATH ST 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5214018900,4735  KLAMATH ST 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4818  KLAMATH PL 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2274010900,3646  KNOBHILL DR 91423,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2274010901,3650  KNOBHILL DR 91423,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3500 N KNOLL DR 90068,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,690  KNOX ST 90502,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7412010903,1505 W L ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7412010903,1651 W L ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7412010903,1701 W L ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1265 S LA BREA AV 90019,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1660 N LA BREA AV 90028,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5049030902,2906 S LA BREA AV 90016,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5049030905,2918 S LA BREA AV 90016,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3647 S LA BREA AV 90016,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3991 S LA BREA AV 90016,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5028004902,4000 S LA BREA AV 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4201 S LA BREA AV 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5029020***,4203 S LA BREA AV 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4800 S LA BREA AV 90043,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4820 S LA BREA AV 90043,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,440 S LA CIENEGA BL 90048,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,450 S LA CIENEGA BL 90048,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,4303028900,1623 S LA CIENEGA BL 90035,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1760 S LA CIENEGA BL 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1762 S LA CIENEGA BL 90035,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11701 S LA CIENEGA Bl ,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,310 S LA FAYETTE PARK PL 90057,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5536002911,5637  LA MIRADA AV 90038,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6047  LA PRADA  90042,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6052  LA PRADA DR 90042,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2600  LACY ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2661  LACY ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5205002902,3201  LACY ST 90031,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,100 N LADERA DR 90077,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,625 S LAFAYETTE PK PL 90057,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,227 N LAKE ST 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1215  LAKE ST 90291,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1266 S LAKE ST 90006,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1335  LAKE ST 90291,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1341  LAKE ST 90291,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5420004900,1953  LAKE SHORE AV 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7422009913,1527 N LAKME AV 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  LANARK ST 90041,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,15267  LANARK ST 91402,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,21800  LANARK ST 91304,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,21816  LANARK ST 91304,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,21826  LANARK ST 91304,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2803  LANCASTER AV 90033,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2830  LANCASTER AV 90033,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3857  LANKERSHIM BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3919  LANKERSHIM BL 91608,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4001  LANKERSHIM BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4065  LANKERSHIM BL 91602,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4081  LANKERSHIM BL 91602,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2353007900,5108  LANKERSHIM BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,7140  LANKERSHIM BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1810  LANSDOWNE AV 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,135 S LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,147 N LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5515018900,209 N LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,217 N LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5515025021,218 N LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,229 S LARCHMONT BL 90004,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3000  LARGA AV 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3400  LARISSA DR 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,731  LARK CT 90065,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,10275  LARWIN AV 91311,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,10316  LARWIN AV 91311,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,10510  LARWIN AV 91311,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5547003900,1820 N LAS PALMAS AV 90028,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1822 N LAS PALMAS  90028,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1822 N LAS PALMAS  90028,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  LASSEN ST 91311,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18629  LASSEN ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18635  LASSEN ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18745  LASSEN ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18749  LASSEN ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,19156  LASSEN ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5104011900,5308  LATHAM ST 90011,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,601  LATIMER RD 90272,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1602  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1728  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1738  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1743  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1826  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2855  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2901  LAUREL CANYON BL 90046,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4021  LAUREL CANYON BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4056  LAUREL CANYON BL 91607,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4062  LAUREL CANYON BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4073  LAUREL CANYON BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4075  LAUREL CANYON BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4560 1/2 LAUREL CANYON BL 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6115  LAUREL CANYON BL 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6350  LAUREL CANYON Bl 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2321005906,7063  LAUREL CANYON BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2321005906,7063  LAUREL CANYON BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,7201  LAUREL CANYON BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,7224  LAUREL CANYON BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,7225  LAUREL CANYON BL 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8851  LAUREL CANYON BL 91352,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8851  LAUREL CANYON BL 91352,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8851  LAUREL CANYON BL 91352,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2616010907,10730  LAUREL CANYON BL 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2616010907,10731  LAUREL CANYON BL 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,10732  LAUREL CANYON BL 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2616010907,10736  LAUREL CANYON BL 91331,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6350  LAUREL CYN BL 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6701  LAUREL GROVE AV 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6715  LAUREL GROVE AV 91606,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6905  LAUREL GROVE AV 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6911  LAUREL GROVE AV 91605,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11247  LAURIE DR 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2378018900,11265  LAURIE DR 91604,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5160001902,515  LAVETA TE 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,525  LAVETA TR 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,20141  LEADWELL ST 91306,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1563  LEIGHTON AV 90062,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4085  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4175  LEIMERT BL 90043,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4245  LEIMERT BL 90043,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4295  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4301  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4345  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4395  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4399  LEIMERT BL 90008,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,470 N LELAND ST 90732,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,510  LELAND ST 90732,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18240  LEMARSH ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18250  LEMARSH ST 91325,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18250  LEMARSH BL 91325,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18300  LEMARSH ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18729  LEMARSH ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,18730  LEMARSH ST 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4959  LEMON GROVE AV 90029,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5404017900,1150  LEMOYNE ST 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6821  LENNOX AV 91405,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,23324  LENORA DR 91367,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11607  LERDO AV 91344,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11151  LEV AV 91345,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5536003900,5523  LEXINGTON AV 90038,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5536005900,5707  LEXINGTON AV 90038,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,5101  LIBBIT AV 91436,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1300  LILAC TR 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5477001901,5033  LINCOLN AV 90042,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,4122022927,8710  LINCOLN AV 90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8740  LINCOLN BL 0,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8740  LINCOLN BL 90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,8814  LINCOLN BL 90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,9221  LINCOLN  90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,9380  LINCOLN BL 90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,9401  LINCOLN BL 90045,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6670  LINDENHURST AV 90048,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6044  LINDLEY AV 91316,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2124018905,6351  LINDLEY AV 91365,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,401  LINNIE CANAL CT 90291,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5404018901,1142  LOGAN ST 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5153020900,500  LOMA DR 90017,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,1355 W LOMITA BL 90710,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4735  LONG BEACH AV 90011,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  LOPEZ CANYON  91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11950  LOPEZ CANYON RD 91342,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,408 N LORENA ST 90063,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11065  LORNE ST 91352,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5504008900,606 S LORRAINE BL 90005,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013905,100 N LOS ANGELES St 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,135 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,140 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,150 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,150 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,150 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,150 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,150 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,180 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161013904,200 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,201 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,201 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161026901,203 S LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161024008,242 S LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,245 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161010901,311 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,325 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,360 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5408009902,426 N LOS ANGELES ST 90013,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,500 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,510 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,513 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,550 N LOS ANGELES ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3207  LOS FELIZ BL 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3211  LOS FELIZ BL 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,3250  LOS FELIZ BL 90039,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4952  LOUISE AV 91316,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,4959  LOUISE AV 91316,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6376  LOUISE AV 91324,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6412  LOUISE AV 91316,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,6512  LOUISE AV 91406,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2229008900,6751  LOUISE AV 91406,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,7140  LOUISE AV 91406,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2901  LOWELL AV 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,2901  LOWELL AV 90032,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,890  LUCERNE AV 90005,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,826  LUCILE AV 90026,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,5240  LUNSFORD DR 90041,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,735  LYON ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,401 E M ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7422017900,403 E M ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7422017900,515 E M ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,7422017900,555 E M ST 90744,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,2350017901,11231  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11450  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11455  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11460  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11461  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,11467  MAGNOLIA BL 91601,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,13501  MAGNOLIA BL 91423,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,13559  MAGNOLIA BL 91423,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,14230  MAGNOLIA BL 91423,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,16501  MAGNOLIA BL 91316,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,16633  MAGNOLIA BL 91436,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,16635  MAGNOLIA BL 91436,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,16685  MAGNOLIA BL 91436,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,6048016900,9916  MAIE AV 90002,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,0  MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,100 S MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,105 S MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,116 S MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,123 N MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,131 N MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,150  MAIN ST 90294,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,5161014901,200 N MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,200 N MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,200 N MAIN ST 90012,""
Building Book - GSD - 4468 FY 2014_listed_by_address.csv,,260 S MAIN ST 90012,""
