source,apn_given,address_given,address
2015 Registered Foreclosed Properties.csv,5467016006,4941 N SYCAMORE TER ,""
2015 Registered Foreclosed Properties.csv,6040022026,121 W 88TH PL ,""
2015 Registered Foreclosed Properties.csv,2039016017,22917 W OXNARD ST ,""
2015 Registered Foreclosed Properties.csv,5067012020,1863 S RIMPAU BLVD ,""
2015 Registered Foreclosed Properties.csv,2509003115,13130 N BROMONT AVE ,""
2015 Registered Foreclosed Properties.csv,2604009067,15721 W COBALT ST ,""
2015 Registered Foreclosed Properties.csv,5155025001,257 S CORONADO ST ,""
2015 Registered Foreclosed Properties.csv,2680009016,10918 N ODESSA AVE ,""
2015 Registered Foreclosed Properties.csv,5014017048,5113 S 5TH AVE ,""
2015 Registered Foreclosed Properties.csv,7460028001,1193 W 20TH ST ,""
2015 Registered Foreclosed Properties.csv,5542018013,1263 N LYMAN PL ,""
2015 Registered Foreclosed Properties.csv,5107020015,1237 E 49TH ST ,""
2015 Registered Foreclosed Properties.csv,2679023003,16522 W HIAWATHA ST ,""
2015 Registered Foreclosed Properties.csv,4103015014,7171 S LA CIENEGA BLVD ,""
2015 Registered Foreclosed Properties.csv,2385001009,12945 MULHOLLAND DR ,""
2015 Registered Foreclosed Properties.csv,2034006022,6640 N FRANRIVERS AVE ,""
2015 Registered Foreclosed Properties.csv,4003026004,4034 W 63RD ST ,""
2015 Registered Foreclosed Properties.csv,4492010031,2186 N WESTRIDGE RD ,""
2015 Registered Foreclosed Properties.csv,2508004003,12947 1 2 N BORDEN AVE ,""
2015 Registered Foreclosed Properties.csv,7351010014,1607 W 209TH ST ,""
2015 Registered Foreclosed Properties.csv,2355009039,4924 N LAUREL CANYON BLVD ,""
2015 Registered Foreclosed Properties.csv,5458016010,3256 N DREW ST ,""
2015 Registered Foreclosed Properties.csv,2181011021,5157 N NESTLE AVE ,""
2015 Registered Foreclosed Properties.csv,5015005021,1807 W 49TH ST ,""
2015 Registered Foreclosed Properties.csv,5558011013,1586 N SUNSET PLAZA DR ,""
2015 Registered Foreclosed Properties.csv,2249021007,14800 W MCCORMICK ST ,""
2015 Registered Foreclosed Properties.csv,6003029031,1061 1 2 W GAGE AVE ,""
2015 Registered Foreclosed Properties.csv,2785015029,18601 W COMMUNITY ST ,""
2015 Registered Foreclosed Properties.csv,2046004013,5857 N EL CANON AVE ,""
2015 Registered Foreclosed Properties.csv,4229004051,3220 S THATCHER AVE ,""
2015 Registered Foreclosed Properties.csv,5054026017,1477 W 25TH ST ,""
2015 Registered Foreclosed Properties.csv,2768004001,17928 W SUNBURST ST ,""
2015 Registered Foreclosed Properties.csv,5458011001,3012 W AVENUE ,""
2015 Registered Foreclosed Properties.csv,5528003090,750 N KINGS ,""
2015 Registered Foreclosed Properties.csv,2420018019,4650 N FORMAN AVE ,""
2015 Registered Foreclosed Properties.csv,4004013005,3720 W 59TH ST ,""
2015 Registered Foreclosed Properties.csv,2644026200,14415 W PLUMMER ST ,""
2015 Registered Foreclosed Properties.csv,2101008019,17825 W CANTARA ST ,""
2015 Registered Foreclosed Properties.csv,6022013007,244 E 76TH ST ,""
2015 Registered Foreclosed Properties.csv,2337020028,11034 W OXNARD ST ,""
2015 Registered Foreclosed Properties.csv,2045025010,23747 W HATTERAS ST ,""
2015 Registered Foreclosed Properties.csv,7456032001,473 W 19TH ST ,""
2015 Registered Foreclosed Properties.csv,5446024005,3446 N ARROYO SECO AVE ,""
2015 Registered Foreclosed Properties.csv,2605005011,12384 N WOODLEY AVE ,""
2015 Registered Foreclosed Properties.csv,6054020017,10012 DENVER AVE ,""
2015 Registered Foreclosed Properties.csv,4251001004,2755 1 2 S SEPULVEDA BLVD ,""
2015 Registered Foreclosed Properties.csv,4326037012,10490 W WILSHIRE BLVD ,""
2015 Registered Foreclosed Properties.csv,2711019005,11255 N WHITE OAK AVE ,""
2015 Registered Foreclosed Properties.csv,6072014020,737 E 113TH ST ,""
2015 Registered Foreclosed Properties.csv,4004019028,3801 W 60TH ST ,""
2015 Registered Foreclosed Properties.csv,5455013034,3155 E FUTURE ST ,""
2015 Registered Foreclosed Properties.csv,6042025018,8768 S WADSWORTH AVE ,""
2015 Registered Foreclosed Properties.csv,2034013007,24143 W KITTRIDGE ST ,""
2015 Registered Foreclosed Properties.csv,4119037205,7740 REDLANDS ,""
2015 Registered Foreclosed Properties.csv,7426011023,1011 E O ST ,""
2015 Registered Foreclosed Properties.csv,2617018009,10427 N SHARP AVE ,""
2015 Registered Foreclosed Properties.csv,4315009009,10373 W KESWICK AVE ,""
2015 Registered Foreclosed Properties.csv,5046005030,4011 W EXPOSITION BLVD ,""
2015 Registered Foreclosed Properties.csv,2074035001,4552 N LARKWOOD AVE ,""
2015 Registered Foreclosed Properties.csv,2168001003,05376 CAMPO RD ,""
2015 Registered Foreclosed Properties.csv,2046011006,24309 W BURBANK BLVD ,""
2015 Registered Foreclosed Properties.csv,2277002003,15128 W VALLEY VISTA BLVD ,""
2015 Registered Foreclosed Properties.csv,4332005009,1145 S WETHERLY DR ,""
2015 Registered Foreclosed Properties.csv,2683020016,16642 W LOS ALIMOS ST ,""
2015 Registered Foreclosed Properties.csv,2359001018,5120 N NAGLE AVE ,""
2015 Registered Foreclosed Properties.csv,2697009024,17184 W MCKEEVER ST ,""
2015 Registered Foreclosed Properties.csv,5587018012,1913 N WILTON PL ,""
2015 Registered Foreclosed Properties.csv,2156024007,18801 W MARTHA ST ,""
2015 Registered Foreclosed Properties.csv,2504007162,14355 W FOOTHILL BLVD ,""
2015 Registered Foreclosed Properties.csv,2785013040,8418 N WILBUR AVE ,""
2015 Registered Foreclosed Properties.csv,7416002011,1321 W G ST ,""
2015 Registered Foreclosed Properties.csv,2225003060,7022 N DE CELIS PL ,""
2015 Registered Foreclosed Properties.csv,4116006016,6600 1 2 S VISTA DEL MAR ST ,""
2015 Registered Foreclosed Properties.csv,5067010022,4810 W PICKFORD ST ,""
2015 Registered Foreclosed Properties.csv,2114011037,20211 W GIFFORD ST ,""
2015 Registered Foreclosed Properties.csv,6051012020,1115 E 106TH ST ,""
2015 Registered Foreclosed Properties.csv,2512009024,13064 N MONTERO AVE ,""
2015 Registered Foreclosed Properties.csv,2120008017,7718 N HATTON PL ,""
2015 Registered Foreclosed Properties.csv,2118027020,7252 N CAPPS AVE ,""
2015 Registered Foreclosed Properties.csv,5016011015,1459 W 47TH ST ,""
2015 Registered Foreclosed Properties.csv,2027043022,7301 N RUTHERFORD HILL DR ,""
2015 Registered Foreclosed Properties.csv,2316016011,7456 N LEMP AVE ,""
2015 Registered Foreclosed Properties.csv,5106016013,4712 1 2 S COMPTON AVE ,""
2015 Registered Foreclosed Properties.csv,2741027029,10235 N COZYCROFT AVE ,""
2015 Registered Foreclosed Properties.csv,2168019056,5270 N ELVIRA ROAD ,""
2015 Registered Foreclosed Properties.csv,5430009008,2211 N LYRIC AVE ,""
2015 Registered Foreclosed Properties.csv,2181004005,5160 N CHIMINEAS AVE ,""
2015 Registered Foreclosed Properties.csv,5114034003,1174 1 2 E 40TH PL ,""
2015 Registered Foreclosed Properties.csv,5053023036,3007 1 2 S DALTON AVE ,""
2015 Registered Foreclosed Properties.csv,2672019013,16013 W GRESHAM ST ,""
2015 Registered Foreclosed Properties.csv,2620026005,10557 N ILEX AVE ,""
2015 Registered Foreclosed Properties.csv,2235016022,14922 W KITTRIDGE ST ,""
2015 Registered Foreclosed Properties.csv,6039001034,9141 S MENLO AVE ,""
2015 Registered Foreclosed Properties.csv,2324007013,7059 N ALCOVE AVE ,""
2015 Registered Foreclosed Properties.csv,2238011078,6600 N MATILIJA AVE ,""
2015 Registered Foreclosed Properties.csv,5442008009,2642 N PIRTLE ST ,""
2015 Registered Foreclosed Properties.csv,2365022030,4370 COLFAX AVE ,""
2015 Registered Foreclosed Properties.csv,5592014008,4040 W BRAEBURN WAY ,""
2015 Registered Foreclosed Properties.csv,6050029007,927 E 101ST ST ,""
2015 Registered Foreclosed Properties.csv,5464024019,3414 N DIVISION ST ,""
2015 Registered Foreclosed Properties.csv,2172030075,21248 W ESCONDIDO ST ,""
2015 Registered Foreclosed Properties.csv,5183009019,126 1 2 S BREED ST ,""
2015 Registered Foreclosed Properties.csv,4228016043,600 E HARBOR ST ,""
2015 Registered Foreclosed Properties.csv,6039006021,424 W 94TH ST ,""
2015 Registered Foreclosed Properties.csv,7562024015,2115 W GRANDEUR DR ,""
2015 Registered Foreclosed Properties.csv,4410002017,386 N ENTRADA DR ,""
2015 Registered Foreclosed Properties.csv,5107008010,1141 E 46TH ST ,""
2015 Registered Foreclosed Properties.csv,5031015016,4314 W DON ARELLANES DR ,""
2015 Registered Foreclosed Properties.csv,2169021064,22225 W MISTON DR ,""
2015 Registered Foreclosed Properties.csv,4008027022,7033 S MADDEN AVE ,""
2015 Registered Foreclosed Properties.csv,5061007014,2015 S BUCKINGHAM ROAD ,""
2015 Registered Foreclosed Properties.csv,2671009005,9616 N AQUEDUCT AVE ,""
2015 Registered Foreclosed Properties.csv,5029013033,5652 W BRUSHTON ST ,""
2015 Registered Foreclosed Properties.csv,2648020036,10733 N ARLETA AVE ,""
2015 Registered Foreclosed Properties.csv,5585006010,6121 W GLEN ,""
2015 Registered Foreclosed Properties.csv,5545015033,1336 N TAMARIND AVE ,""
2015 Registered Foreclosed Properties.csv,6073028004,440 E LANZIT AVE ,""
2015 Registered Foreclosed Properties.csv,2533005014,13038 W WEIDNER ST ,""
2015 Registered Foreclosed Properties.csv,5439008001,2617 W IVAN HILL TER ,""
2015 Registered Foreclosed Properties.csv,2503022014,14000 W TYLER ST ,""
2015 Registered Foreclosed Properties.csv,2507004005,14726 W ASTORIA ST ,""
2015 Registered Foreclosed Properties.csv,2634022003,8620 N REMICK AVE ,""
2015 Registered Foreclosed Properties.csv,2609017006,16600 W KNOLLWOOD DR ,""
2015 Registered Foreclosed Properties.csv,2633034010,8414 N AMBOY AVE ,""
2015 Registered Foreclosed Properties.csv,6003010016,1200 W 59TH ST ,""
2015 Registered Foreclosed Properties.csv,4402017010,12002 W BENMORE TER ,""
2015 Registered Foreclosed Properties.csv,6069024016,1760 1 2 E 113TH ST ,""
2015 Registered Foreclosed Properties.csv,2787004010,8548 N NEWCASTLE AVE ,""
2015 Registered Foreclosed Properties.csv,5689007017,4835 N ALGOMA AVE ,""
2015 Registered Foreclosed Properties.csv,2728016018,18914 W HARNETT ST ,""
2015 Registered Foreclosed Properties.csv,2329018011,6627 N VARNA AVE ,""
2015 Registered Foreclosed Properties.csv,6054032025,425 W CENTURY BLVD ,""
2015 Registered Foreclosed Properties.csv,2110014099,7650 N TOPANGA CANYON BLVD ,""
2015 Registered Foreclosed Properties.csv,2617003058,10178 N BARTEE AVE ,""
2015 Registered Foreclosed Properties.csv,2787029007,17622 W RAYMER ST ,""
2015 Registered Foreclosed Properties.csv,2315005013,7700 N FAIR AVE ,""
2015 Registered Foreclosed Properties.csv,5446009030,3242 N HURON ST ,""
2015 Registered Foreclosed Properties.csv,2501003033,13370 N LOS OLIVOS ST ,""
2015 Registered Foreclosed Properties.csv,6018021016,7601 S DALTON AVE ,""
2015 Registered Foreclosed Properties.csv,6015024030,1457 W 69TH ST ,""
2015 Registered Foreclosed Properties.csv,5590024008,4436 1 2 W KINGSWELL AVE ,""
2015 Registered Foreclosed Properties.csv,2822010005,11969 N DORAL AVE ,""
2015 Registered Foreclosed Properties.csv,2228008013,7366 N CALDUS AVE ,""
2015 Registered Foreclosed Properties.csv,5155012058,421 S LA FAYETTE ,""
2015 Registered Foreclosed Properties.csv,2243015009,5816 N LEMONA AVE ,""
2015 Registered Foreclosed Properties.csv,5522030013,"375 N ST ANDREWS PL (30.093668927000067, -90.488113144999943)",""
2015 Registered Foreclosed Properties.csv,5590025025,4505 1 2 W PROSPECT AVE ,""
2015 Registered Foreclosed Properties.csv,2820017012,18853 W KIRKCOLM LANE ,""
2015 Registered Foreclosed Properties.csv,2134012009,19947 W WELBY WAY ,""
2015 Registered Foreclosed Properties.csv,6002031008,1632 W GAGE AVE ,""
2015 Registered Foreclosed Properties.csv,6022014006,246 E 76TH PL ,""
2015 Registered Foreclosed Properties.csv,5057022020,3036 S FARMDALE AVE ,""
2015 Registered Foreclosed Properties.csv,2537006007,12424 W BROMWICH ST ,""
2015 Registered Foreclosed Properties.csv,7467017008,3726 S BLUFF PL ,""
2015 Registered Foreclosed Properties.csv,5516010023,263 S WILTON PL ,""
2015 Registered Foreclosed Properties.csv,2781005021,20346 W LONDELIUS ST ,""
2015 Registered Foreclosed Properties.csv,2386031012,3523 N DIXIE CANYON PL ,""
2015 Registered Foreclosed Properties.csv,2327007125,6845 N ETHEL AVE ,""
2015 Registered Foreclosed Properties.csv,2369027095,11851 W LAURELWOOD DR ,""
2015 Registered Foreclosed Properties.csv,2336008006,11233 W VICTORY BLVD ,""
2015 Registered Foreclosed Properties.csv,5029002020,3963 S ORANGE DR ,""
2015 Registered Foreclosed Properties.csv,2570001016,6507 W DAY ST ,""
2015 Registered Foreclosed Properties.csv,5075021024,1743 S BERENDO ST ,""
2015 Registered Foreclosed Properties.csv,5220008019,3215 N DORCHESTER AVE ,""
2015 Registered Foreclosed Properties.csv,6061023016,545 W 108TH ST ,""
2015 Registered Foreclosed Properties.csv,4221022054,5000 CENTINELA AVE ,""
2015 Registered Foreclosed Properties.csv,5443019011,2222 N PRINCETON AVE ,""
2015 Registered Foreclosed Properties.csv,6040016025,117 W 87TH ST ,""
2015 Registered Foreclosed Properties.csv,6050031011,854 E 101ST ST ,""
2015 Registered Foreclosed Properties.csv,5085012004,5526 W EDGEWOOD PL ,""
2015 Registered Foreclosed Properties.csv,2409003025,10921 W STRATHERN ST ,""
2015 Registered Foreclosed Properties.csv,2525016039,12585 N HUNNEWELL AVE ,""
2015 Registered Foreclosed Properties.csv,6023019013,850 E 76TH ST ,""
2015 Registered Foreclosed Properties.csv,5546020008,6244 W AFTON PL ,""
2015 Registered Foreclosed Properties.csv,6004026032,500 1 2 W 60TH ST ,""
2015 Registered Foreclosed Properties.csv,5015027003,4612 S ARLINGTON AVE ,""
2015 Registered Foreclosed Properties.csv,6029009013,625 E 82ND ST ,""
2015 Registered Foreclosed Properties.csv,5186009009,437 LORENA ,""
2015 Registered Foreclosed Properties.csv,5108010035,703 E 49TH ST ,""
2015 Registered Foreclosed Properties.csv,5223018003,4826 E O'SULLIVAN DR ,""
2015 Registered Foreclosed Properties.csv,2108035025,20722 W STAGG ST ,""
2015 Registered Foreclosed Properties.csv,2503010029,13801 N ELDRIDGE AVE ,""
2015 Registered Foreclosed Properties.csv,2501022048,13240 N HERRICK AVE ,""
2015 Registered Foreclosed Properties.csv,2633039016,12030 W PENDLETON ST ,""
2015 Registered Foreclosed Properties.csv,2358002019,13260 W MAGNOLIA BLVD ,""
2015 Registered Foreclosed Properties.csv,2555028009,8409 W OSWEGO ST ,""
2015 Registered Foreclosed Properties.csv,5022015040,1910 W 41ST ST ,""
2015 Registered Foreclosed Properties.csv,2151001021,20520 W OXNARD ST ,""
2015 Registered Foreclosed Properties.csv,2781012005,8543 N OSO AVE ,""
2015 Registered Foreclosed Properties.csv,2509013095,13825 BEAVER ST ,""
2015 Registered Foreclosed Properties.csv,2536010100,11150 N GLENOAKS BLVD ,""
2015 Registered Foreclosed Properties.csv,4383008005,9813 W EASTON DR ,""
2015 Registered Foreclosed Properties.csv,2121018020,7100 N YARMOUTH AVE ,""
2015 Registered Foreclosed Properties.csv,5542005025,4361 W CLAYTON AVE ,""
2015 Registered Foreclosed Properties.csv,2110009019,21917 W ARMINTA ST ,""
2015 Registered Foreclosed Properties.csv,2146032166,22100 W BURBANK BLVD ,""
2015 Registered Foreclosed Properties.csv,5521013017,537 1 2 N SERRANO AVE ,""
2015 Registered Foreclosed Properties.csv,6014034020,1223 W FLORENCE AVE ,""
2015 Registered Foreclosed Properties.csv,2220006043,7057 N KESTER AVE ,""
2015 Registered Foreclosed Properties.csv,2182013005,4935 N ZELZAH AVE ,""
2015 Registered Foreclosed Properties.csv,2229002007,6921 N SHOSHONE AVE ,""
2015 Registered Foreclosed Properties.csv,4019006027,4235 W 59TH ST ,""
2015 Registered Foreclosed Properties.csv,5434002016,3319 N GRIFFITH PARK BLVD ,""
2015 Registered Foreclosed Properties.csv,2206030019,15802 W VALERIO ST ,""
2015 Registered Foreclosed Properties.csv,5480022018,4763 N AVOCA ST ,""
2015 Registered Foreclosed Properties.csv,4004001015,3953 W 58TH PL ,""
2015 Registered Foreclosed Properties.csv,5217008028,2909 N BALLARD ST ,""
2015 Registered Foreclosed Properties.csv,2723020184,11400 W REDMESA DR ,""
2015 Registered Foreclosed Properties.csv,2606004021,17100 W MANDARIN CT ,""
2015 Registered Foreclosed Properties.csv,2513008051,13527 W LAZARD ST ,""
2015 Registered Foreclosed Properties.csv,5066020016,1817 S ORANGE GROVE AVE ,""
2015 Registered Foreclosed Properties.csv,2238022007,14042 W HAMLIN ST ,""
2015 Registered Foreclosed Properties.csv,2707010023,10544 N LIMERICK AVE ,""
2015 Registered Foreclosed Properties.csv,2304016009,13069 W STRATHERN ST ,""
2015 Registered Foreclosed Properties.csv,5208022009,2733 1 2 N ALTA ST ,""
2015 Registered Foreclosed Properties.csv,2728023017,18541 W CLYMER ST ,""
2015 Registered Foreclosed Properties.csv,2565004044,10311 N FAIRGROVE AVE ,""
2015 Registered Foreclosed Properties.csv,6014002016,1200 W 64TH ST ,""
2015 Registered Foreclosed Properties.csv,2343023018,13360 W OXNARD ST ,""
2015 Registered Foreclosed Properties.csv,2362018052,4542 N COLDWATER CANYON AVE ,""
2015 Registered Foreclosed Properties.csv,2678005009,10142 N GOTHIC AVE ,""
2015 Registered Foreclosed Properties.csv,2672007025,8937 N HASKELL AVE ,""
2015 Registered Foreclosed Properties.csv,2321014024,6904 N RADFORD AVE N ,""
2015 Registered Foreclosed Properties.csv,2762022038,9338 N TAMPA AVE ,""
2015 Registered Foreclosed Properties.csv,5175033012,540 3 4 N SAN BENITO ST ,""
2015 Registered Foreclosed Properties.csv,4009014014,2723 W 76TH ST ,""
2015 Registered Foreclosed Properties.csv,5549008010,7019 W MACAPA DR ,""
2015 Registered Foreclosed Properties.csv,5492031006,6427 S LA RIBA ,""
2015 Registered Foreclosed Properties.csv,6018020029,7723 S DENKER AVE ,""
2015 Registered Foreclosed Properties.csv,2044014019,23427 W CANZONET ST ,""
2015 Registered Foreclosed Properties.csv,2246025010,5656 N MAMMOTH AVE ,""
2015 Registered Foreclosed Properties.csv,4241010007,825 E PALMS BLVD ,""
2015 Registered Foreclosed Properties.csv,6069022021,1626 E 113TH ST ,""
2015 Registered Foreclosed Properties.csv,4220013012,12030 W ANETA ST ,""
2015 Registered Foreclosed Properties.csv,2309020026,8250 N BELLINGHAM AVE ,""
2015 Registered Foreclosed Properties.csv,5476012005,5041 E STRATFORD RD ,""
2015 Registered Foreclosed Properties.csv,2231011025,6605 N GERALD AVE ,""
2015 Registered Foreclosed Properties.csv,4012010015,7820 S CRENSHAW BLVD ,""
2015 Registered Foreclosed Properties.csv,2623013014,13186 W GOLETA ST ,""
2015 Registered Foreclosed Properties.csv,2727018015,9334 N FARRALONE AVE ,""
2015 Registered Foreclosed Properties.csv,5223018006,4838 E O'SULLIVAN DR ,""
2015 Registered Foreclosed Properties.csv,2206037081,15801 W WYANDOTTE ST ,""
2015 Registered Foreclosed Properties.csv,5570003019,2761 N NICHOLS CANYON RD ,""
2015 Registered Foreclosed Properties.csv,6037004018,8931 S DENKER AVE ,""
2015 Registered Foreclosed Properties.csv,2645007023,13601 W TERRA BELLA ST ,""
2015 Registered Foreclosed Properties.csv,5690005018,5055 N MOUNT HELENA AVE ,""
2015 Registered Foreclosed Properties.csv,5527009021,745 1 2 N GENESEE AVE ,""
2015 Registered Foreclosed Properties.csv,5549031035,6801 W PARK GLENN DR ,""
2015 Registered Foreclosed Properties.csv,5155011023,527 S LA FAYETTE PARK PL ,""
2015 Registered Foreclosed Properties.csv,5215035016,2214 N RICHELIEU AVE ,""
2015 Registered Foreclosed Properties.csv,5671007019,2046 W ESTES RD ,""
2015 Registered Foreclosed Properties.csv,2278016005,3430 N LOADSTONE DR ,""
2015 Registered Foreclosed Properties.csv,6057016015,1931 W 95TH ST ,""
2015 Registered Foreclosed Properties.csv,2119002015,18237 W SATICOY ST ,""
2015 Registered Foreclosed Properties.csv,2649004047,15060 W CHATSWORTH ST ,""
2015 Registered Foreclosed Properties.csv,5189006001,2447 E 7TH ST ,""
2015 Registered Foreclosed Properties.csv,2783024020,19425 W BRYANT ST ,""
2015 Registered Foreclosed Properties.csv,2269018099,14025 W RIVERSIDE DR ,""
2015 Registered Foreclosed Properties.csv,2747007102,21301 W LASSEN ST ,""
2015 Registered Foreclosed Properties.csv,5206015019,554 E FENN ST ,""
2015 Registered Foreclosed Properties.csv,6015032031,1402 W 70TH ST ,""
2015 Registered Foreclosed Properties.csv,2646011005,10301 N RINCON AVE ,""
2015 Registered Foreclosed Properties.csv,6042017017,806 E 89TH ST ,""
2015 Registered Foreclosed Properties.csv,2701065021,20841 W VERCELLI WAY ,""
2015 Registered Foreclosed Properties.csv,6075019017,609 W 109TH PL ,""
2015 Registered Foreclosed Properties.csv,6048011039,1450 E 101ST ST ,""
2015 Registered Foreclosed Properties.csv,2224010089,7045 N WOODLEY AVE ,""
2015 Registered Foreclosed Properties.csv,4122010022,8744 S LIBERATOR AVE ,""
2015 Registered Foreclosed Properties.csv,7413023069,1447 W PACIFIC COAST HWY ,""
2015 Registered Foreclosed Properties.csv,2104010012,19127 W STAGG ST ,""
2015 Registered Foreclosed Properties.csv,2248008065,5009 N TILDEN AVE ,""
2015 Registered Foreclosed Properties.csv,2305021008,7632 N BELLAIRE AVE ,""
2015 Registered Foreclosed Properties.csv,5069004033,1729 S GENESEE AVE ,""
2015 Registered Foreclosed Properties.csv,5532016047,1154 N SYCAMORE AVE ,""
2015 Registered Foreclosed Properties.csv,2307006012,7647 N EL CAPRICE AVE ,""
2015 Registered Foreclosed Properties.csv,6087014014,332 W 118TH ST ,""
2015 Registered Foreclosed Properties.csv,2676021006,16422 W KNAPP ST ,""
2015 Registered Foreclosed Properties.csv,4383007012,9846 W PORTOLA DR ,""
2015 Registered Foreclosed Properties.csv,2603014020,15575 W EXCELSIOR ST ,""
2015 Registered Foreclosed Properties.csv,6035004016,2153 W 80TH ST ,""
2015 Registered Foreclosed Properties.csv,4264026034,12124 W GOSHEN AVE ,""
2015 Registered Foreclosed Properties.csv,2307025004,7548 N VANTAGE AVE ,""
2015 Registered Foreclosed Properties.csv,5177029002,2506 1 2 E FOLSOM ST ,""
2015 Registered Foreclosed Properties.csv,6013016016,6521 S DENVER AVE ,""
2015 Registered Foreclosed Properties.csv,2378006011,3908 N VINELAND AVE ,""
2015 Registered Foreclosed Properties.csv,2316012028,7532 N LEMP AVE ,""
2015 Registered Foreclosed Properties.csv,2676013006,9401 N SWINTON AVE ,""
2015 Registered Foreclosed Properties.csv,2355018017,4856 N RADFORD AVE ,""
2015 Registered Foreclosed Properties.csv,2202006011,17401 W KESWICK ST ,""
2015 Registered Foreclosed Properties.csv,2615027052,10841 N SHARP AVE ,""
2015 Registered Foreclosed Properties.csv,4263015064,11547 ROCHESTER AVE ,""
2015 Registered Foreclosed Properties.csv,5426002008,1329 N SILVER LAKE BLVD ,""
2015 Registered Foreclosed Properties.csv,2707033030,11036 N LIMERICK AVE ,""
2015 Registered Foreclosed Properties.csv,6088024012,11817 S DENVER AVE ,""
2015 Registered Foreclosed Properties.csv,5569008028,2335 N JUPITER DR ,""
2015 Registered Foreclosed Properties.csv,5015019033,5111 S WILTON PL ,""
2015 Registered Foreclosed Properties.csv,2504006043,14344 W FOOTHILL BLVD ,""
2015 Registered Foreclosed Properties.csv,5188002048,3586 E LANFRANCO ST ,""
2015 Registered Foreclosed Properties.csv,2028011023,6992 N PLATT AVE ,""
2015 Registered Foreclosed Properties.csv,5301013024,525 E REDFIELD AVE ,""
2015 Registered Foreclosed Properties.csv,6033021037,8021 S VERMONT AVE ,""
2015 Registered Foreclosed Properties.csv,2535026010,13073 W JOUETT ST ,""
2015 Registered Foreclosed Properties.csv,2662024005,15733 W CHATSWORTH ST ,""
2015 Registered Foreclosed Properties.csv,5451005005,124 E AVENUE ,""
2015 Registered Foreclosed Properties.csv,2216001055,14001 W LEADWELL ST ,""
2015 Registered Foreclosed Properties.csv,4377025032,1991 N STRADELLA ROAD ,""
2015 Registered Foreclosed Properties.csv,2544031003,9045 N WILDWOOD AVE ,""
2015 Registered Foreclosed Properties.csv,4003020005,4420 W 62ND ST ,""
2015 Registered Foreclosed Properties.csv,5110024023,133 W 51ST ST ,""
2015 Registered Foreclosed Properties.csv,5432017006,2458 N MORENO DR ,""
2015 Registered Foreclosed Properties.csv,2653022002,14909 W COMMUNITY ST ,""
2015 Registered Foreclosed Properties.csv,2427001006,3435 N ADINA DR ,""
2015 Registered Foreclosed Properties.csv,2669025015,15814 W SEPTO ST ,""
2015 Registered Foreclosed Properties.csv,5442023024,2917 N COOLIDGE AVE ,""
2015 Registered Foreclosed Properties.csv,5469016005,446 N AVENUE ,""
2015 Registered Foreclosed Properties.csv,2701063195,20162 N LIVORNO WAY ,""
2015 Registered Foreclosed Properties.csv,2355006023,11850 W MAGNOLIA BLVD ,""
2015 Registered Foreclosed Properties.csv,2712006018,17456 W LUDLOW ST ,""
2015 Registered Foreclosed Properties.csv,2546004012,08704 APPERSON ST ,""
2015 Registered Foreclosed Properties.csv,2038018001,6601 N DANNYBOYAR AVE ,""
2015 Registered Foreclosed Properties.csv,2114003210,20213 W KESWICK ST ,""
2015 Registered Foreclosed Properties.csv,2604013017,15600 W COBALT ST ,""
2015 Registered Foreclosed Properties.csv,5478011026,5241 E BALTIMORE ST ,""
2015 Registered Foreclosed Properties.csv,5034017059,3898 S 3RD AVE ,""
2015 Registered Foreclosed Properties.csv,2246030023,13935 BURBANK BLVD ,""
2015 Registered Foreclosed Properties.csv,4110003064,7401 S SEPULVEDA BLVD ,""
2015 Registered Foreclosed Properties.csv,6061012021,733 W 105TH ST ,""
2015 Registered Foreclosed Properties.csv,2265008026,4728 N VESPER AVE ,""
2015 Registered Foreclosed Properties.csv,2233003043,6558 N WHITMAN AVE ,""
2015 Registered Foreclosed Properties.csv,5029011005,3826 S CARMONA AVE ,""
2015 Registered Foreclosed Properties.csv,2653004156,8805 N CEDROS AVE ,""
2015 Registered Foreclosed Properties.csv,4332023046,8612 W WHITWORTH DR ,""
2015 Registered Foreclosed Properties.csv,5018017002,806 W 50TH ST ,""
2015 Registered Foreclosed Properties.csv,4006017004,3327 W 67TH ST ,""
2015 Registered Foreclosed Properties.csv,2044011021,5342 N MELGRE AVE ,""
2015 Registered Foreclosed Properties.csv,2690015017,17211 W RAYMER ST ,""
2015 Registered Foreclosed Properties.csv,4382025072,2711 ANGELO DR ,""
2015 Registered Foreclosed Properties.csv,5174014045,114 N BAILEY ST ,""
2015 Registered Foreclosed Properties.csv,2265017026,4507 N CALHOUN AVE ,""
2015 Registered Foreclosed Properties.csv,2782029004,19925 W LONDELIUS ST ,""
2015 Registered Foreclosed Properties.csv,5213028014,3206 N BETTY DR ,""
2015 Registered Foreclosed Properties.csv,2151016044,20570 W CALIFA ST ,""
2015 Registered Foreclosed Properties.csv,4325015010,10821 W WILKINS AVE ,""
2015 Registered Foreclosed Properties.csv,6059002011,10202 S HOBART BLVD ,""
2015 Registered Foreclosed Properties.csv,2747014117,10030 OWENSMOUTH ,""
2015 Registered Foreclosed Properties.csv,5075038020,1657 W 20TH ST ,""
2015 Registered Foreclosed Properties.csv,2582007012,13733 W KINBROOK ST ,""
2015 Registered Foreclosed Properties.csv,5211016044,3828 E MANITOU PL ,""
