ain,supplied_address,address_from_apn,latitude,longitude,source_files
2044011021,5342 N MELGRE AVE ,"5342 MELGRE AVE, LOS ANGELES CA 91367",34.1678504943848,-118.640068054199,2015 Registered Foreclosed Properties.csv
2690015017,17211 W RAYMER ST ,"8441 AMESTOY AVE, LOS ANGELES CA 91325",33.7398796081543,-117.909362792969,2015 Registered Foreclosed Properties.csv
4382025072,2711 ANGELO DR ,"10124 HOLLOW GLEN CIR, LOS ANGELES CA 90077",34.1223182678223,-118.444160461426,2015 Registered Foreclosed Properties.csv
5174014045,114 N BAILEY ST ,"114 BAILEY ST, LOS ANGELES CA 90033",45.6441009789705,-84.4798562675714,2015 Registered Foreclosed Properties.csv
2265017026,4507 N CALHOUN AVE ,"4507 CALHOUN AVE, LOS ANGELES CA 91423",43.0996314436197,-88.1256247311831,2015 Registered Foreclosed Properties.csv
2782029004,19925 W LONDELIUS ST ,"19925 LONDELIUS ST, LOS ANGELES CA 91324",34.2294082641602,-118.56763458252,2015 Registered Foreclosed Properties.csv
5213028014,3206 N BETTY DR ,"3204 BETTY DR, LOS ANGELES CA 90032",42.1352284401655,-87.9645104706287,2015 Registered Foreclosed Properties.csv
4325015010,10821 W WILKINS AVE ,"10821 WILKINS AVE, LOS ANGELES CA 90024",39.7512512207031,-86.2501983642578,2015 Registered Foreclosed Properties.csv
6059002011,10202 S HOBART BLVD ,"10202 S HOBART BLVD, LOS ANGELES CA 90047",33.9438934326172,-118.307540893555,2015 Registered Foreclosed Properties.csv
2747014117,10030 OWENSMOUTH ,"10030 OWENSMOUTH AVE, NO 75, LOS ANGELES CA 91311",34.2527465820312,-118.601051330566,2015 Registered Foreclosed Properties.csv
5075038020,1657 W 20TH ST ,"1655 W 20TH ST, LOS ANGELES CA 90007",46.9040277600288,-102.80287630856,2015 Registered Foreclosed Properties.csv
2582007012,13733 W KINBROOK ST ,"13733 KINBROOK ST, LOS ANGELES CA 91342",34.3260917663574,-118.432960510254,2015 Registered Foreclosed Properties.csv
5211016044,3828 E MANITOU PL ,"3828 MANITOU PL, LOS ANGELES CA 90031",36.2033119797707,-94.0872044116259,2015 Registered Foreclosed Properties.csv
4005016020,5911 S 5TH AVE ,"5911 5TH AVE, LOS ANGELES CA 90043",48.2318767905235,-101.380429789424,2015 Registered Foreclosed Properties.csv
6019002001,7314 S NORMANDIE AVE ,"1358 W 73RD ST, LOS ANGELES CA 90044",33.9734072238207,-118.300240784883,2015 Registered Foreclosed Properties.csv
4007013013,6326 S 6TH AVE ,"6326 6TH AVE, LOS ANGELES CA 90043",47.5460164994001,-122.326072230935,2015 Registered Foreclosed Properties.csv
5191009001,1111 S MIRASOL ST ,"1111 MIRASOL ST, LOS ANGELES CA 90023",35.5154190063477,-120.696151733398,2015 Registered Foreclosed Properties.csv
5006004019,5708 S VICTORIA AVE ,"5708 S VICTORIA AVE, LOS ANGELES CA 90043",33.9905471801758,-118.33186340332,2015 Registered Foreclosed Properties.csv
2337015024,11255 W EMELITA ST ,"11255 EMELITA ST, LOS ANGELES CA 91601",33.4912687540054,-112.301542684436,2015 Registered Foreclosed Properties.csv
2421009029,10856 MORRISON ,"10856 MORRISON ST, NO 2, LOS ANGELES CA 91601",38.6018612980843,-92.8627377748489,2015 Registered Foreclosed Properties.csv
5016002014,1517 W 45TH ST ,"1517 W 45TH ST, LOS ANGELES CA 90062",48.1867633759975,-103.645262941718,2015 Registered Foreclosed Properties.csv
2741001038,10220 N DE SOTO AVE ,"10220 DE SOTO AVE, NO 9, LOS ANGELES CA 91311",42.5527598708868,-92.7709995210171,2015 Registered Foreclosed Properties.csv
7420009028,1239 N MARINE AVE ,"1239 N MARINE AVE, LOS ANGELES CA 90744",33.7877922058105,-118.264678955078,2015 Registered Foreclosed Properties.csv
5502010004,420 S BERENDO ST ,"420 S BERENDO ST, LOS ANGELES CA 90020",34.0667114257812,-118.293785095215,2015 Registered Foreclosed Properties.csv
2106012108,7713 N CORBIN AVE ,"7713 CORBIN AVENUE, WINNETKA CA 91306",30.5095291137695,-90.8240966796875,2015 Registered Foreclosed Properties.csv
4229020013,13700 W MARINA POINTE DR ,"13700 MARINA POINTE DR, 1114, VENICE CA 90292",42.9599694907665,-88.0847733467817,2015 Registered Foreclosed Properties.csv
5046031007,3630 S HILLCREST DR ,"3630 HILLCREST DR, LOS ANGELES CA 90016",39.6496734619141,-104.917236328125,2015 Registered Foreclosed Properties.csv
2688033010,16427 W SUNBURST ST ,"16427 SUNBURST ST, LOS ANGELES CA 91343",36.1034507751465,-96.1360473632812,2015 Registered Foreclosed Properties.csv
4019009018,4124 W 59TH ST ,"4124 W 59TH ST, LOS ANGELES CA 90043",27.4652007222176,-82.6205127686262,2015 Registered Foreclosed Properties.csv
4305027015,9049 W CRESTA DR ,"9049 CRESTA DR, LOS ANGELES CA 90035",32.251148223877,-111.03443145752,2015 Registered Foreclosed Properties.csv
5551012012,1803 N STANLEY AVE ,"1803 N STANLEY AVE, LOS ANGELES CA 90046",34.1036109924316,-118.356536865234,2015 Registered Foreclosed Properties.csv
2639030048,9245 N WOODMAN AVE ,"9245 WOODMAN AVE, 4, LOS ANGELES CA 91331",45.772159576416,-91.2182769775391,2015 Registered Foreclosed Properties.csv
5180013045,2818 E 3RD ST ,"2818 E 3RD ST, LOS ANGELES CA 90033",39.1641649603844,-86.4951561391354,2015 Registered Foreclosed Properties.csv
5177020013,709 N MOTT ST ,"711 N MOTT ST, LOS ANGELES CA 90033",34.0489093959332,-118.201766833663,2015 Registered Foreclosed Properties.csv
6003001028,5840 S NORMANDIE PL ,"1357 W 58TH PL, LOS ANGELES CA 90044",33.9888862520456,-118.300142213702,2015 Registered Foreclosed Properties.csv
6067003040,1975 E 114TH ST ,"1975 E 114TH ST, LOS ANGELES CA 90059",33.931755065918,-118.236450195312,2015 Registered Foreclosed Properties.csv
2531027002,11888 W JOUETT ST ,"11888 JOUETT ST, LOS ANGELES CA 91342",43.6317596435547,-116.430511474609,2015 Registered Foreclosed Properties.csv
2243012012,5700 N NORWICH AVE ,"5700 NORWICH AVE, LOS ANGELES CA 91411",45.0293641537428,-92.829017713666,2015 Registered Foreclosed Properties.csv
2168001036,5332 N CAMPO RD ,"5332 CAMPO RD, LOS ANGELES CA 91364",36.4816997945309,-91.7471205443144,2015 Registered Foreclosed Properties.csv
4212010100,13065 W MINDANAO WAY ,"4342 REDWOOD AVE, NO C-210, LOS ANGELES CA 90292",34.0600395202637,-117.378936767578,2015 Registered Foreclosed Properties.csv
6014008023,6521 S RAYMOND AVE ,"6521 RAYMOND AVE, LOS ANGELES CA 90044",37.9773209989071,-98.4542792290449,2015 Registered Foreclosed Properties.csv
5151027233,750 W 1ST ST ,"800 W 1ST ST, APT 2904, LOS ANGELES CA 90012",33.356075361371,-93.5857245326042,"Building Book - GSD - 4468 FY 2014_by_building_book_number.csv, Building Book - GSD - 4468 FY 2014_listed_by_address.csv, 2015 Registered Foreclosed Properties.csv"
2346002098,12830 W BURBANK BLVD ,"12830 BURBANK BLVD, UNIT 115, LOS ANGELES CA 91607",34.1848411560059,-118.319969177246,2015 Registered Foreclosed Properties.csv
5191010007,1183 S MIRASOL ST ,"1183 MIRASOL ST, LOS ANGELES CA 90023",35.5154190063477,-120.696151733398,2015 Registered Foreclosed Properties.csv
5115016013,4310 N MCKINLEY AVE ,"850 E 43RD ST, LOS ANGELES CA 90011",35.5154594779015,-97.5365667790174,2015 Registered Foreclosed Properties.csv
4366015033,375 S GLENROY AVE ,"375 DALKEITH AVE, LOS ANGELES CA 90049",34.0689662843943,-118.461017757654,2015 Registered Foreclosed Properties.csv
2728013007,18922 W OLYMPIA ST ,"18922 OLYMPIA ST, LOS ANGELES CA 91326",46.8892593383789,-122.691719055176,2015 Registered Foreclosed Properties.csv
2168026056,5306 N DON PIO DR ,"5306 DON PIO DR, LOS ANGELES CA 91364",34.1662483215332,-118.604347229004,2015 Registered Foreclosed Properties.csv
2701005178,19547 RINALDI ,"19557 RINALDI ST, NO 19, LOS ANGELES CA 91326",34.2753677368164,-118.55827331543,2015 Registered Foreclosed Properties.csv
2741009002,20230 W DEVONSHIRE ST ,"20230 DEVONSHIRE ST, LOS ANGELES CA 91311",39.9986190795898,-105.105682373047,2015 Registered Foreclosed Properties.csv
5682014016,5222 N LIVE OAK VIEW AVE ,"5222 LIVE OAK VIEW AVE, LOS ANGELES CA 90041",34.1423225402832,-118.221252441406,2015 Registered Foreclosed Properties.csv
2728005015,10643 N ATLANTA AVE ,"10643 ATLANTA AVE, LOS ANGELES CA 91326",36.2238616943359,-95.9571228027344,2015 Registered Foreclosed Properties.csv
2005008006,8423 N DENISE LANE ,"8423 DENISE LN, LOS ANGELES CA 91304",47.7179489135742,-116.993278503418,2015 Registered Foreclosed Properties.csv
5301012029,559 1 2 E COLEMAN AVE ,"559 COLEMAN AVE, LOS ANGELES CA 90042",,,2015 Registered Foreclosed Properties.csv
5462013030,3516 E LOMA LADA DR ,"3516 LOMA LADA DR, LOS ANGELES CA 90065",34.1073265075684,-118.22785949707,2015 Registered Foreclosed Properties.csv
2679017006,10431 N GOTHIC AVE ,"10431 GOTHIC AVE, LOS ANGELES CA 91344",44.5130004882812,-88.1244125366211,2015 Registered Foreclosed Properties.csv
7463012079,765 W 24TH ST ,"741 W 24TH ST, 20, LOS ANGELES CA 90731",46.9076279550791,-102.796201631427,2015 Registered Foreclosed Properties.csv
5465015004,4241 N MARMION WAY ,"4241 MARMION WAY, LOS ANGELES CA 90065",42.1706081181765,-91.5982586145401,2015 Registered Foreclosed Properties.csv
4265007070,744 S BUNDY DR ,"750 S BUNDY DR, 302, LOS ANGELES CA 90049",34.0510933846235,-118.473159447312,2015 Registered Foreclosed Properties.csv
2107020070,20250 W BLYTHE ST ,"20250 BLYTHE ST, LOS ANGELES CA 91306",40.6247596740723,-98.6590270996094,2015 Registered Foreclosed Properties.csv
2415004004,5714 1 2 N VINELAND AVE ,"5714 VINELAND AVE, LOS ANGELES CA 91601",39.4861907958984,-75.0261383056641,2015 Registered Foreclosed Properties.csv
5467030010,220 N AVENUE ,"220 N AVENUE 50, LOS ANGELES CA 90042",44.7821241617203,-69.7183249890804,2015 Registered Foreclosed Properties.csv
2177040017,19016 W DEVONPORT LANE ,"19016 DEVONPORT LN, LOS ANGELES CA 91356",34.1424751281738,-118.547241210938,2015 Registered Foreclosed Properties.csv
2328017029,13458 W VOSE ST ,"13458 VOSE ST, LOS ANGELES CA 91405",33.5265304148197,-112.348640933633,2015 Registered Foreclosed Properties.csv
5018020006,702 W 50TH ST ,"702 W 50TH ST, LOS ANGELES CA 90037",34.8310469090939,-118.220164775848,2015 Registered Foreclosed Properties.csv
2316010024,7518 N KRAFT AVE ,"7518 KRAFT AVE, LOS ANGELES CA 91605",40.298660248518,-90.4100628197193,2015 Registered Foreclosed Properties.csv
2034019034,6568 N SHELTONDALE AVE ,"6568 SHELTONDALE AVE, LOS ANGELES CA 91307",34.1899108886719,-118.652061462402,2015 Registered Foreclosed Properties.csv
2348006061,11582 W WEDDINGTON ST ,"11582 WEDDINGTON ST, LOS ANGELES CA 91601",36.0792987048626,-94.2595685273409,2015 Registered Foreclosed Properties.csv
2647030112,9700 N VESPER AVE ,"9800 VESPER AVE, 94, LOS ANGELES CA 91402",42.1805610656738,-88.1004867553711,2015 Registered Foreclosed Properties.csv
5454015008,3536 E ROSEVIEW AVE ,"3536 ROSEVIEW AVE, LOS ANGELES CA 90065",34.0968170166016,-118.223182678223,2015 Registered Foreclosed Properties.csv
4114017023,7536 W 82ND ST ,"7538 W 82ND ST, LOS ANGELES CA 90293",40.6698706001043,-98.4893558174372,2015 Registered Foreclosed Properties.csv
6066005021,1967 E 105TH ST ,"1967 E 105TH ST, LOS ANGELES CA 90002",41.5046109259129,-81.6152375936508,2015 Registered Foreclosed Properties.csv
2556009009,7839 W JAYSEEL ST ,"7836 WENTWORTH ST, LOS ANGELES CA 91040",34.2658081054688,-118.304008483887,2015 Registered Foreclosed Properties.csv
2420011021,4952 N PLACIDIA AVE ,"4952 PLACIDIA AVE, LOS ANGELES CA 91601",34.1609764099121,-118.355735778809,2015 Registered Foreclosed Properties.csv
2822006004,11842 N DORAL AVE ,"11842 DORAL AVE, LOS ANGELES CA 91326",32.4344596862793,-111.30638885498,2015 Registered Foreclosed Properties.csv
2316009007,11419 W SATICOY ST ,"11417 SATICOY ST, LOS ANGELES CA 91605",40.6886940002441,-73.8229446411133,2015 Registered Foreclosed Properties.csv
6088022023,11920 S MENLO AVE ,"11920 MENLO AVE, LOS ANGELES CA 90044",43.5447692871094,-96.7397994995117,2015 Registered Foreclosed Properties.csv
6015033012,1414 W 71ST ST ,"1414 W 71ST ST, LOS ANGELES CA 90047",43.4882238507271,-96.7427502572536,2015 Registered Foreclosed Properties.csv
5474017003,4712 E YORK BLVD ,"4712 YORK BLVD, LOS ANGELES CA 90042",42.8355887532234,-84.9812684208155,2015 Registered Foreclosed Properties.csv
2316031009,7329 N IRVINE AVE ,"7329 IRVINE AVE, LOS ANGELES CA 91605",45.0876049697399,-93.3021030575037,2015 Registered Foreclosed Properties.csv
5685026029,1835 N WOODROW AVE ,"1835 WOODROW AVE, LOS ANGELES CA 90041",36.7672222852707,-119.742096439004,2015 Registered Foreclosed Properties.csv
5107021021,1339 1 4 E 48TH PL ,"1339 E 48TH PL, LOS ANGELES CA 90011",39.1697807312012,-108.153541564941,2015 Registered Foreclosed Properties.csv
6087019005,332 W 118TH PL ,"332 W 118TH PL, LOS ANGELES CA 90061",33.9253005981445,-118.279457092285,2015 Registered Foreclosed Properties.csv
2662001011,15545 W HARVEST ST ,"15545 HARVEST ST, LOS ANGELES CA 91344",45.6950703263283,-91.4706833660603,2015 Registered Foreclosed Properties.csv
4256032008,2735 S WESTWOOD BLVD ,"2735 WESTWOOD BLVD, LOS ANGELES CA 90064",36.7375999689102,-90.4241450875998,2015 Registered Foreclosed Properties.csv
5033017009,3852 S CHERRYWOOD AVE ,"3852 CHERRYWOOD AVE, LOS ANGELES CA 90008",39.7664909362793,-84.1401596069336,2015 Registered Foreclosed Properties.csv
2076015064,22565 W UHEA RD ,"22565 UHEA RD, LOS ANGELES CA 91364",34.1523361206055,-118.619201660156,2015 Registered Foreclosed Properties.csv
2222024006,15532 W LEADWELL ST ,"15532 LEADWELL ST, LOS ANGELES CA 91406",34.2036399841309,-118.471740722656,2015 Registered Foreclosed Properties.csv
7349026007,1642 W 215TH ST ,"1642 W 215TH ST, LOS ANGELES CA 90501",33.8331909179688,-118.308006286621,2015 Registered Foreclosed Properties.csv
2604013016,15612 W COBALT ST ,"15612 COBALT ST, LOS ANGELES CA 91342",43.6012496948242,-116.418182373047,2015 Registered Foreclosed Properties.csv
2610019002,11911 N GOTHIC AVE ,"11911 GOTHIC AVE, LOS ANGELES CA 91344",44.5130004882812,-88.1244125366211,2015 Registered Foreclosed Properties.csv
6061014031,757 W 104TH ST ,"757 W 104TH ST, LOS ANGELES CA 90044",35.9999489039183,-97.0659027993679,2015 Registered Foreclosed Properties.csv
5027005006,4509 W DON QUIXOTE DR ,"4509 DON QUIXOTE DR, LOS ANGELES CA 90008",34.0028839111328,-118.354141235352,2015 Registered Foreclosed Properties.csv
2534004028,11323 N WOODCOCK AVE ,"11323 WOODCOCK AVE, LOS ANGELES CA 91331",39.7155609130859,-88.9980697631836,2015 Registered Foreclosed Properties.csv
2669023004,16057 W LASSEN ST ,"16057 LASSEN ST, LOS ANGELES CA 91343",43.6528816223145,-116.230903625488,2015 Registered Foreclosed Properties.csv
2103013026,18824 W ARMINTA ST ,"18824 ARMINTA ST, LOS ANGELES CA 91335",28.0356407165527,-82.4830017089844,2015 Registered Foreclosed Properties.csv
2123021027,6306 N YARMOUTH AVE ,"6306 YARMOUTH AVE, LOS ANGELES CA 91316",27.7763034403324,-82.7225493639708,2015 Registered Foreclosed Properties.csv
5156005008,117 N DILLON ST ,"117 N DILLON ST, LOS ANGELES CA 90026",34.0728721618652,-118.28303527832,2015 Registered Foreclosed Properties.csv
5105002024,1533 E 53RD ST ,"1535 E 53RD ST, LOS ANGELES CA 90011",32.8216069936752,-85.1677396148443,2015 Registered Foreclosed Properties.csv
5436007019,3304 W CASITAS AVE ,"3304 CASITAS AVE, LOS ANGELES CA 90039",40.9460730850697,-98.3789614588022,2015 Registered Foreclosed Properties.csv
5024012014,4105 S NORTON AVE ,"4105 S NORTON AVE, LOS ANGELES CA 90008",34.0098075866699,-118.332649230957,2015 Registered Foreclosed Properties.csv
4230007095,4064 S GLENCOE AVE ,"4060 GLENCOE AVE, 231, MARINA DEL REY CA 90292",47.6173612475395,-117.331041321158,2015 Registered Foreclosed Properties.csv
6006022017,408 1 2 E 62ND ST ,"408 E 62ND ST, LOS ANGELES CA 90003",39.5419998168945,-87.2988815307617,2015 Registered Foreclosed Properties.csv
6048010043,1463 E 101ST ST ,"1463 E 101ST ST, LOS ANGELES CA 90002",38.9441983401775,-94.5726735144854,2015 Registered Foreclosed Properties.csv
5013019010,5131 S 11TH AVE ,"5131 11TH AVE, LOS ANGELES CA 90043",44.9100755900145,-93.2587491720915,2015 Registered Foreclosed Properties.csv
2530031019,11426 W KAGEL CANYON ST ,"11426 KAGEL CANYON ST, LOS ANGELES CA 91342",34.2806167602539,-118.379974365234,2015 Registered Foreclosed Properties.csv
7349025033,1663 W 215TH ST ,"1663 W 215TH ST, LOS ANGELES CA 90501",33.8337631225586,-118.308670043945,2015 Registered Foreclosed Properties.csv
5106014022,1647 E 47TH ST ,"1647 E 47TH ST, LOS ANGELES CA 90011",44.9178553372622,-93.2505221664906,2015 Registered Foreclosed Properties.csv
5507012017,450 S MANSFIELD AVE ,"450 S MANSFIELD AVE, LOS ANGELES CA 90036",34.0654945373535,-118.340438842773,2015 Registered Foreclosed Properties.csv
7417014004,815 W E ST ,"815 W E ST, LOS ANGELES CA 90744",41.1314365267754,-101.70121461153,"2015 Registered Foreclosed Properties.csv, Department of Building & Safety Vacant Buildings.csv"
2316015014,7423 N LEMP AVE ,"7423 LEMP AVE, LOS ANGELES CA 91605",34.2055282592773,-118.384803771973,2015 Registered Foreclosed Properties.csv
2415015034,5805 N WHITNALL HWY ,"5805 WHITNALL HWY, LOS ANGELES CA 91601",34.1726913452148,-118.35693359375,2015 Registered Foreclosed Properties.csv
2712003010,17631 W LUDLOW ST ,"17631 LUDLOW ST, LOS ANGELES CA 91344",35.0219306945801,-94.3827362060547,2015 Registered Foreclosed Properties.csv
2028036019,6941 N SCARBOROUGH PEAK DR ,"6941 SCARBOROUGH PEAK DR, LOS ANGELES CA 91307",34.1975135803223,-118.653442382812,2015 Registered Foreclosed Properties.csv
2338020017,5724 N LEMP AVE ,"5724 LEMP AVE, LOS ANGELES CA 91601",34.1746711730957,-118.384147644043,2015 Registered Foreclosed Properties.csv
4286017043,245 S MAIN ST ,"235 MAIN ST, NO 118, LOS ANGELES CA 90291",48.3452557772398,-100.405237600207,2015 Registered Foreclosed Properties.csv
2330010011,6238 N VENTURA CANYON AVE ,"6238 VENTURA CANYON AVE, LOS ANGELES CA 91401",34.1841468811035,-118.428764343262,2015 Registered Foreclosed Properties.csv
5015017019,4607 S WILTON PL ,"4607 S WILTON PL, LOS ANGELES CA 90062",34.0016098022461,-118.315231323242,2015 Registered Foreclosed Properties.csv
5179008033,3330 1 2 E GLEASON AVE ,"3330 GLEASON AVE, LOS ANGELES CA 90063",,,2015 Registered Foreclosed Properties.csv
2606014014,17317 W MIDWOOD DR ,"17317 MIDWOOD DR, LOS ANGELES CA 91344",33.8040084838867,-117.959259033203,2015 Registered Foreclosed Properties.csv
5188018028,3418 E SISKIYOU ST ,"3418 SISKIYOU ST, LOS ANGELES CA 90023",,,2015 Registered Foreclosed Properties.csv
2733022029,10449 N ANDASOL AVE ,"10449 ANDASOL AVE, LOS ANGELES CA 91344",34.2608642578125,-118.513549804688,2015 Registered Foreclosed Properties.csv
2376001016,4194 N SUNSWEPT DR ,"4194 SUNSWEPT DR, STUDIO CITY CA 91604",44.6634766459465,-89.6332025527954,"2015 Registered Foreclosed Properties.csv, Department of Building & Safety Vacant Buildings.csv"
2741026023,20636 W ROMAR ST ,"20636 ROMAR ST, LOS ANGELES CA 91311",41.2228088378906,-85.8565902709961,2015 Registered Foreclosed Properties.csv
2116017008,7305 N TAMPA AVE ,"7305 TAMPA AVE, LOS ANGELES CA 91335",28.5465202331543,-81.4056091308594,2015 Registered Foreclosed Properties.csv
2118016008,7323 N BAIRD AVE ,"7323 BAIRD AVE, LOS ANGELES CA 91335",45.6418609619141,-89.406867980957,2015 Registered Foreclosed Properties.csv
5185023011,640 S ORME AVE ,"640 ORME AVE, LOS ANGELES CA 90023",34.5365829467773,-112.160865783691,2015 Registered Foreclosed Properties.csv
6004025020,623 W 62ND ST ,"621 W 62ND ST, LOS ANGELES CA 90044",44.889645203948,-93.2864409685135,2015 Registered Foreclosed Properties.csv
5504028096,4070 W 6TH ST ,"620 S GRAMERCY PL, 234, LOS ANGELES CA 90005",38.2984873652458,-86.9808867573738,2015 Registered Foreclosed Properties.csv
5160011016,1318 W COURT ST ,"",31.9290771335363,-92.6531311869621,2015 Registered Foreclosed Properties.csv
2367009022,4103 N WILKINSON AVE ,"4103 WILKINSON AVE, LOS ANGELES CA 91604",38.0989149212837,-97.7939535677433,2015 Registered Foreclosed Properties.csv
6051023019,10710 S STANFORD AVE ,"10710 STANFORD AVE, LOS ANGELES CA 90059",42.930364,-75.376333,2015 Registered Foreclosed Properties.csv
2163011016,19237 W SANTA RITA ST ,"19243 SANTA RITA ST, LOS ANGELES CA 91356",34.1679801940918,-118.551956176758,2015 Registered Foreclosed Properties.csv
2162011181,5301 YARMOUTH ,"5301 YARMOUTH AVE, NO 16, LOS ANGELES CA 91316",34.1668586730957,-118.52075958252,2015 Registered Foreclosed Properties.csv
5103012005,648 E 55TH ST ,"648 E 55TH ST, LOS ANGELES CA 90011",47.2071549296379,-122.423077002168,2015 Registered Foreclosed Properties.csv
5160019002,1319 W COLTON ST ,"",34.0628347545862,-117.203089222312,2015 Registered Foreclosed Properties.csv
5551017127,1550 LAUREL AVE ,"1550 N LAUREL AVE, 302, LOS ANGELES CA 90046",44.9447021484375,-93.1657485961914,2015 Registered Foreclosed Properties.csv
2224035003,15855 W GAULT ST ,"15855 GAULT ST, LOS ANGELES CA 91406",39.5559501647949,-119.76123046875,2015 Registered Foreclosed Properties.csv
2672008044,9062 N HASKELL AVE ,"9060 HASKELL AVE, LOS ANGELES CA 91343",32.2615013122559,-109.826393127441,2015 Registered Foreclosed Properties.csv
4426011017,1900 N MANDEVILLE CANYON ROAD ,"1900 MANDEVILLE CANYON RD, LOS ANGELES CA 90049",34.0693244934082,-118.495262145996,2015 Registered Foreclosed Properties.csv
2271008014,4482 N MAMMOTH AVE ,"4482 MAMMOTH AVE, LOS ANGELES CA 91423",33.3120193481445,-111.797821044922,2015 Registered Foreclosed Properties.csv
2257019115,5460 WHITE ,"5460 WHITE OAK AVE, NO G-205, LOS ANGELES CA 91316",35.8053291589022,-91.5134464949369,2015 Registered Foreclosed Properties.csv
5160019003,1315 W COLTON ST ,"",34.0628347545862,-117.203022167087,2015 Registered Foreclosed Properties.csv
4263015043,11535 W ROCHESTER AVE ,"11535 ROCHESTER AVE, 205, LOS ANGELES CA 90025",41.669849395752,-91.1639785766602,2015 Registered Foreclosed Properties.csv
2536029002,12438 W EMPIRE PL ,"12438 EMPIRE PL, LOS ANGELES CA 91331",43.5085906982422,-96.7779769897461,2015 Registered Foreclosed Properties.csv
6083016028,11715 S SAN PEDRO ST ,"11715 S SAN PEDRO ST, LOS ANGELES CA 90061",33.9268569946289,-118.269836425781,2015 Registered Foreclosed Properties.csv
2701064005,20719 W LUGANO WAY ,"20719 LUGANO WAY, PORTER RANCH CA 91326",40.6206893920898,-112.025146484375,2015 Registered Foreclosed Properties.csv
2782033024,19925 W GRESHAM ST ,"19925 GRESHAM ST, LOS ANGELES CA 91324",33.4560012817383,-90.6560974121094,2015 Registered Foreclosed Properties.csv
5585012020,2625 N HARGRAVE DR ,"2625 HARGRAVE DR, LOS ANGELES CA 90068",34.116527557373,-118.324638366699,2015 Registered Foreclosed Properties.csv
5015028012,4920 S ARLINGTON AVE ,"4920 ARLINGTON AVE, LOS ANGELES CA 90043",39.6967128664255,-86.0635243356228,2015 Registered Foreclosed Properties.csv
5505013025,4595 W WILSHIRE BLVD ,"4595 WILSHIRE BLVD, NO 301, LOS ANGELES CA 90010",35.5519576370716,-97.6005890965462,2015 Registered Foreclosed Properties.csv
2606016027,17263 W MAYERLING ST ,"17263 MAYERLING ST, LOS ANGELES CA 91344",34.2845687866211,-118.510749816895,2015 Registered Foreclosed Properties.csv
4409019003,921 N GREENTREE ROAD ,"921 GREENTREE RD, LOS ANGELES CA 90272",40.0519070774317,-84.3063696473837,2015 Registered Foreclosed Properties.csv
5684023003,2766 W DELEVAN DR ,"2766 DELEVAN DR, LOS ANGELES CA 90065",43.7293815612793,-98.7154312133789,2015 Registered Foreclosed Properties.csv
5504022005,335 S VAN NESS AVE ,"335 S VAN NESS AVE, LOS ANGELES CA 90020",37.7678337097168,-122.417381286621,2015 Registered Foreclosed Properties.csv
5110008035,233 W 47TH ST ,"221 W 47TH ST, LOS ANGELES CA 90037",40.7598305493593,-73.9859649538994,2015 Registered Foreclosed Properties.csv
2701057218,11450 N VINELAND CT ,"11447 FERNSIDE LN, NORTHRIDGE CA 91326",36.7367515563965,-120.051452636719,2015 Registered Foreclosed Properties.csv
5069028011,1518 S CARMONA AVE ,"1520 CARMONA AVE, LOS ANGELES CA 90019",34.046992957592,-118.358647227287,2015 Registered Foreclosed Properties.csv
2769011005,18132 W SUNBURST ST ,"18132 SUNBURST ST, LOS ANGELES CA 91325",36.1034507751465,-96.1360473632812,2015 Registered Foreclosed Properties.csv
5458015009,3205 N DREW ST ,"3205 DREW ST, LOS ANGELES CA 90065",45.0134190917015,-93.3261624723673,2015 Registered Foreclosed Properties.csv
2601037053,11510 N ZELZAH AVE ,"11510 ZELZAH AVE, LOS ANGELES CA 91344",34.2797813415527,-118.523864746094,2015 Registered Foreclosed Properties.csv
5523002046,625 N WILCOX AVE ,"631 WILCOX AVE, NO 2A, LOS ANGELES CA 90004",34.0234465152025,-118.122141435742,2015 Registered Foreclosed Properties.csv
5005020008,5231 S RUTHELEN ST ,"5231 RUTHELEN ST, LOS ANGELES CA 90062",33.994140625,-118.312934875488,2015 Registered Foreclosed Properties.csv
2601037036,11582 N LERDO AVE ,"11582 LERDO AVE, LOS ANGELES CA 91344",34.2815208435059,-118.523719787598,2015 Registered Foreclosed Properties.csv
5504020013,410 S VAN NESS AVE ,"410 S VAN NESS AVE, LOS ANGELES CA 90020",37.7665302157402,-122.417674362659,2015 Registered Foreclosed Properties.csv
5592012033,3757 N PRESTWICK DR ,"3757 N PRESTWICK DR, LOS ANGELES CA 90027",42.1697311401367,-88.1453704833984,2015 Registered Foreclosed Properties.csv
2225014080,16741 W VANOWEN ST ,"16717 VANOWEN ST, LOS ANGELES CA 91406",34.1935501098633,-118.357803344727,2015 Registered Foreclosed Properties.csv
2654026081,8435 N COLUMBUS AVE ,"8435 COLUMBUS AVE, UNIT   1, LOS ANGELES CA 91343",39.3007383495569,-86.6496017575264,2015 Registered Foreclosed Properties.csv
7562012007,1666 S MORSE DR ,"1666 MORSE DR, LOS ANGELES CA 90732",43.8375406712294,-86.1310905218124,2015 Registered Foreclosed Properties.csv
5044011014,3023 RODEO RD ,"3023 RODEO RD, LOS ANGELES CA 90018",46.6258833557367,-111.908726468682,2015 Registered Foreclosed Properties.csv
