Depart #,Dept,Bldg #,Sub ID,Maint Dist,Street #,Street Dir,Street Name,Street Type,Bldg Name,Community,Zip Code,Council Dist,Thomas Bros,Square Ft,Lease #,APN
8,STM,18,D,ND,6015,,BAIRD,AV,RESEDA/WOODLAND HILLS,RESEDA,91356,3,560J1,400,,2156006902
8,STM,18,E,ND,6015,,BAIRD,ST,ST MAINTENACE YARD,RESEDA,91356,3,560J1,0,,2156006902
63,VAR,621,*,ND,7120,,BAIRD,AV,RESEDA,RESEDA,91335,3,530J4,0,,2126007900
63,VAR,624,*,ND,7222,,BAIRD,AV,RESEDA,RESEDA,91335,3,530J4,0,,2118029900
63,VAR,712,*,ND,7246,,BAIRD,AV,OFF STREET PARKING,RESEDA,91335,3,530J7,0,,2118029902
50,R&P,199,*,ND,4935,,BALBOA,BL,ENCINO COMMUNITY CENTER,ENCINO,91316,5,561C3,0,,2258018900
5,FIR,83,*,ND,4960,,BALBOA,BL,NEW FIRE STATION 83,ENCINO,91316,5,561D3,15250,,
5,VAR,83,A,ND,5001,,BALBOA,BL,OLD FIRE STATION #83,ENCINO,91316,5,561D3,5150,,2258016901
50,R&P,590,*,ND,5590,,BALBOA,BL,ENCINO GOLF COURSE,ENCINO,91316,0,561D3,0,,
50,R&P,35,E,ND,5665,,BALBOA,BL,REC & PARKS SERVICE,,91316,12,,0,,3
50,R&P,35,C,ND,5852,,BALBOA,BL,REC & PARKS SERVICE,,91316,12,,0,,
50,R&P,35,B,ND,5901,,BALBOA,BL,BALBOA PARK,ENCINO,91316,12,561C2,0,,
50,R&P,35,D,ND,6015,,BALBOA,,REC & PARKS SERVICE,,91316,12,,0,,
26,STM,324,*,ND,6201,,BALBOA,BL,LANDSCAPE MEDIAN ISLAND,ENCINO,91316,0,531D7,0,,
50,R&P,643,*,ND,6300,,BALBOA,BL,SEPULVEDA BASIN-LAKE BALBOA,SEPULVEDA,91316,3,561C2,0,,
24,R&P,18,*,ND,6917,,BALBOA,BL,PUBLIC BLDG FACILITY,VAN NUYS,91406,0,,0,,
26,STM,308,*,ND,7055,,BALBOA,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91406,0,531D7,0,,
1,VAR,132,*,ND,8030,,BALBOA,PL,Leased Land to Home Depot,Los Angeles,91406,2,531D2,,A-136,
1,DGS,73,*,ND,8060,,BALBOA,BL,"HELICOPTER SVC BLDG, HANGAR # 111",VAN NUYS,91406,6,531D3,0,4999-320,2205002901
25,STM,157,*,,8200,,BALBOA,PL,NON-STRUCTURAL SERVICE,,0,0,,0,,
5,FIR,87,A,ND,10116,,BALBOA,BL,FIRE STATION #87,NORTHRIDGE,91342,12,501C4,15250,,2694001900
5,FIR,87,*,ND,10124,,BALBOA,BL,FIRE STATION #87,NORTHRIDGE,91343,12,501C4,15250,,2694001900
60,FIR,43,*,ND,10241,,BALBOA,BL,FIRE STATION #87,NORTHRIDGE,91343,12,501C4,5360,,2694001900
5,FIR,18,*,ND,12050,,BALBOA,BL,FIRE STATION #18,GRANADA HLLS,91344,12,481D1,0,,2609027900
5,FIR,18,T,ND,12050,,BALBOA,BL,COMMUNICATION TOWER FIRE STATION #18,GRANADA HILLS,91344,12,481D1,0,,2609027900
25,STM,416,*,ND,4111,,BALLINA,DR,LANDSCAPE MEDIAN ISLAND,ENCINO,91436,0,,0,,
5,FIR,65,D,SD,9909,S,BANDERA,ST,NEW FIRE STATION #65,WATTS,90002,15,704G4,,,
50,R&P,37,*,SD,800,,BANDINI,ST,BANDINI CANYON PARK,SAN PEDRO,90731,15,824A3,0,,
50,R&P,175,B,SD,1052,N,BANNING,BL,Drum Barracks Museum,WILMINGTON,90744,15,794E5,,,
25,STM,867,*,,3355,1/2,BARBYDELL,DR,LANDSCAPE MEDIAN ISLAND,WEST LA,90064,0,,,,
50,R&P,44,A,ND,232,S,BARRINGTON,AV,BARRINGTON BALL FIELDS,LOS ANGELES,90049,11,631H3,0,,
50,R&P,44,B,ND,330,S,BARRINGTON,AV,BARRRINGTON RECREATION CENTER,LOS ANGELES,90049,11,631H3,0,,
50,R&P,44,*,ND,333,S,BARRINGTON,AV,BARRINGTON RECREATION CENTER,LOS ANGELES,90049,11,631H3,0,,4401009900
63,VAR,651,*,ND,1516,,BARRY,AV,WEST LOS ANGELES,WEST L.A.,90025,11,631J4,0,,4262001900
25,STM,196,*,,3645,,BARRY,AV,ADOPT-A-MEDIAN,MAR VISTA,90066,11,672C3,0,,
25,STM,196,A,,3667,,BARRY,AV,ADOPT-A-MEDIAN,MAR VISTA,90066,11,672C3,0,,
7,DAR,4,*,SD,735,,BATTERY,ST,HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,4199,,7445008901
25,STM,99,*,,13554,,BAYLISS,RD,NON-STRUCTURAL SERVICE,LOS ANGELES,90049,0,,0,,
9,POL,14,U,SD,219,N,BAYVIEW,AV,TEMP HARBOR POLICE STATION ELECT SERVICE,SAN PEDRO,90744,15,824C1,,,
9,POL,14,T,SD,221,N,BAYVIEW,AV,TEMP HARBOR POLICE STATION ELECT SERVICE,SAN PEDRO,90744,15,824C1,,,
21,SAN,125,*,ND,10120,,BAYWOOD,CT,PUMPING PLANT #25,BEVERLY GLEN,90039,5,592B2,50,,
50,R&P,278,A,,3499,N,BEACHWOOD,DR,REC & PARKS SERVICE,,90068,0,563G7,0,,
25,STM,250,*,SD,547,N,BEACON,ST,LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90731,15,824C6,0,,
1,DGS,3,*,SD,638,S,BEACON,ST,SAN PEDRO MUNICIPAL BUILDING,SAN PEDRO,90731,15,824C5,12021,L-5008-A,7455026900
50,R&P,624,*,SD,700,S,BEACON,ST,SAN PEDRO PLAZA,SAN PEDRO,90731,15,824C6,0,,
50,R&P,624,A,SD,800,S,BEACON,ST,SAN PEDRO PLAZA,SAN PEDRO,90731,15,824C6,0,,7456011900
50,R&P,624,B,SD,1000,S,BEACON,ST,SAN PEDRO PLAZA PARK,SAN PEDRO,90731,15,824C6,0,,7456011900
50,R&P,624,C,SD,1200,S,BEACON,ST,SAN PEDRO PLAZA,SAN PEDRO,90731,15,824C6,0,,7456011900
26,STM,177,*,SD,501,S,BEAUDRY,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90017,0,634E3,0,,
50,R&P,708,A,ND,5700,,BECKFORD,AV,TARZANA RECREATION CENTER,TARZANA,91335,3,560G1,0,,2156005900
50,R&P,45,*,ND,0,,BELL CANYON,BL,BELL CANYON PARK,CANOGA PARK,91307,12,529D4,0,,
50,R&P,94,*,ND,7960,,BELLAIRE,AV,BELLAIRE AVENUE PARK,SUN VALLEY,91605,2,532 C3,,,2305-011-902
50,R&P,180,G,SD,1622,,BELLEVUE,AV,ECHO PARK REC CENTER,ECHO PARK,90026,13,634E1,0,,
50,R&P,180,*,SD,1632,,BELLEVUE,AV,ECHO PARK REC CENTER,ECHO PARK,90026,13,634E1,0,,
25,STM,147,*,,1655,,BELLEVUE,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,,0,,
25,STM,487,*,,404,,BELMONT,AV,LANDSCAPE MEDIAN ISLAND,,90026,0,,0,,
25,STM,283,*,,600,,BELMONT,AV,LANDSCAPE MEDIAN ISLAND,,90026,0,,0,,
63,VAR,654,*,ND,1611,,BELOIT,AV,WEST LOS ANGELES,WEST L.A.,90025,11,631J4,0,,4261007900
50,R&P,96,C,ND,3950,,BEMIS,ST,CENTRAL SERVICE YARD,LOS ANGELES,90039,4,564C6,0,,
50,R&P,96,B,ND,3952,,BEMIS,ST,CENTRAL SERVICE YARD,LOS ANGELES,90039,4,564C6,0,,
50,R&P,110,A,ND,4158,,BEMIS,ST,CHEVY CHASE PARK,LOS ANGELES,90039,13,564C6,0,,
25,STM,934,*,,1261,,BENEDICT CANYON,DR,LANDSCAPE MEDIAN ISLAND,BEVRLY HILLS,90210,0,,0,,
61,,2,*,ND,1318,N,BENEDICT CANYON,DR,VACANT PROPERTY to be demo'd  in 99,LOS ANGELES,90011,,,,,
25,STM,435,*,,1320,,BENEDICT CANYON,DR,LANDSCAPE MEDIAN ISLAND,BEVRLY HILLS,90210,0,,0,,
25,STM,83,*,,701,,BERNARD,ST,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90012,0,,0,,
5,FIR,49,M,SD,0,,BERTH 194,,FIRE STATION #49/BOAT STATION #4,WILMINGTON,90744,15,824E2,0,,
21,SAN,179,*,SD,0,,BERTH 200 A,,PUMPING PLANT #79,WILMINGTON,90744,15,794E7,0,,
21,SAN,10,*,SD,0,,BERTH 234,,SANITATION FACILITY,TERM ISLAND,90731,0,824D5,0,,
50,R&P,80,H,SD,0,,BERTH 25,,CABRILLO BEACH REC COMPLEX,SAN PEDRO,90731,15,854C2,0,,
5,FIR,111,D,SD,,,BERTH 256,,BERTH 256,TERMINAL IS.,90731,15,824D5,3024,,
21,SAN,181,*,SD,0,,BERTH 77,,PUMPING PLANT #81,SAN PEDRO,90731,15,824D6,85,,
21,SAN,50,*,SD,0,,BERTH 77A,,SANITATION FACILITY,SAN PEDRO,90732,15,,0,4999-986P,
50,R&P,414,*,SD,0,,BERTH 84,,FERRY BUILDING,SAN PEDRO,90731,15,824D5,0,,
5,FIR,112,F,SD,0,,BERTH 85,,LESSOR: BOARD OF HARBOR COMMISSIONERS,SAN PEDRO,90731,15,824D5,0,4999-545,7440026903
21,SAN,200,*,SD,0,,BERTH H-280,,"LESSOR: REAL PROPERTY MANAGEMENT, INC.",MARINADELREY,90292,0,824C4,0,4999-586,
50,R&P,26,L,SD,6250,,BERTHA,ST,AVENUE 60 PARK,LOS ANGELES,90042,14,595E3,0,,
25,STM,830,*,,14218,,BESSEMER,ST,ORANGE LINE LANDSCAPE,VAN NUYS,91401,,,,,
25,STM,830,A,,14742,,BESSEMER,ST,ORANGE LINE LANDSCAPE,VAN NUYS,91401,,,,,
50,R&P,81,*,SD,1644,,BEVERLY,BL,BEVERLY POCKET PARK,Los Angeles,90026,13,634 D2,,,
50,R&P,76,*,SD,4900,,BEVERLY,BL,ROBERT L. BURNS PARK,LOS ANGELES,90004,4,633G1,0,,
50,R&P,76,A,SD,4904,,BEVERLY,BL,ROBERT BURNS PARK,LOS ANGELES,90004,4,633G1,0,,
50,R&P,804,C,SD,7600,,BEVERLY,BL,PAN PACIFIC PARK,HANCOCK PARK,90036,4,633C1,0,,
5,FIR,71,*,ND,107,S,BEVERLY GLEN,BL,FIRE STATION #71,BEVERLY HILL,90024,5,592C7,0,,4359009900
50,R&P,160,A,ND,300,,BEVERLY GLEN,BL,DE NEVE PARK,LOS ANGELES,90077,5,631J1,0,,
50,R&P,160,*,ND,314,,BEVERLY GLEN,BL,DE NEVE PARK,LOS ANGELES,90077,5,631J1,0,,
50,R&P,71,*,ND,2700,,BEVERLY GLEN,BL,BRIARWOOD PARK,BEVERLY GLEN,90077,5,592B1,0,,
25,STM,535,*,,9605,,BEVERLYWOOD,ST,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,,0,,
50,R&P,911,*,,9801,,BEVERLYWOOD,ST,REC & PARKS SERVICE,LOS ANGELES,90064,0,,0,,
60,VAR,811,*,ND,0,,BEVERWIL,DR,"LOTS 59,60,61 TRACT 13-382",RANCHO PARK,90064,5,632G4,1376,,
60,VAR,812,*,ND,0,,BEVERWIL,DR,"PORTIONS OF LOTS 8,16,17,18,19 TRACT 13945",RANCHO PARK,90064,5,632G6,1377,,
25,STM,688,*,,1422,1/2,BEVERWIL,DR,LANDSCAPE MEDIAN ISLAND,Los Angeles,90035,0,,,,
50,R&P,647,*,SD,2599,,BEVERWIL,DR,IRVING SCHACHTER PARK,LOS ANGELES,90064,5,632G6,0,,
60,VAR,49,*,ND,500,,BIENVENEDA,AV,Single Fam Residence-Vacant,Pacific Palisades,90272,11,630J5,,A-153,4414016900
60,VAR,48,*,ND,506,,BIENVENEDA,AV,Single Fam Residence-Tenant,Pacific Palisades,90272,11,630J5,,A-159,4414016901
60,VAR,75,*,ND,545,,BIENVENEDA,AV,LANDSCAPING; TO BE ENCLOSED BY FENCE,PACFC PALSDS,90272,0,630H5,8653,"47001-37,38",4414017901
50,R&P,725,*,ND,11700,,BIG TUJUNGA CANY,RD,BIG TUJUNGA CANYON,TUJUNGA,91042,2,4723J7,0,,
47,CDD,237,*,SD,350,S.,BIXEL,ST.,CHAMBER OF COMMERCE BUILDING,Los Angeles,90017,1,634D3,367,4999-946,5152014038
47,CDD,101,*,SD,501,S.,BIXEL,ST.,,Los Angeles,90017,1,634D3,,,5152001900
50,R&P,273,P,,5401,,BLACK OAK,DR,REC & PARKS SERVICE,,90068,0,,0,,
9,POL,97,*,ND,15625,W,BLEDSOE,ST,DRIVER TRAINING FACILITY,SYLMAR,91342,7,481 G5,,,2604038907
50,R&P,814,*,SD,1220,,BLINN,AV,E WILMINGTON GREEN BELT PARK,WILMINGTON,90744,15,794G5,0,,
9,POL,54,*,ND,11997,,BLUCHER,AV,VALLEY BOMB SQUAD,Los Angeles,91344,12,481G7,8000,,
9,POL,27,*,ND,12001,,BLUCHER,AV,EMERGENCY VEHICLE OPERATIONS CENTER (EVOC),SYLMAR,91344,7,481G7,0,,
50,R&P,792,B,ND,10773,,BLUFFSIDE,DR,WEDDINGTON PARK,STUDIO CITY,91604,4,563A5,0,,
50,R&P,792,G,ND,10775,,BLUFFSIDE,DR,WEDDINGTON PARK,STUDIO CITY,91604,4,563A5,,,
50,R&P,792,D,,10781,,BLUFFSIDE,DR,REC & PARKS SERVICE,,91604,0,,0,,
50,R&P,684,A,ND,12531,,BLYTHE,ST,STRATHERN PARK,SUN VALLEY,91605,6,532E3,0,,
50,R&P,57,*,ND,14740,,BLYTHE,ST,BLYTHE STREET PARK,VAN NUYS,91402,6,531J3,12000,32245-1,
50,R&P,57,B,ND,14746,,BLYTHE,ST,RECREATION AND PARKS,LOS ANGELES,91402,6,531J3,,,
50,R&P,57,C,ND,14750,,BLYTHE,ST,RECREATION AND PARKS,LOS ANGELES,91402,6,531J3,,,
50,R&P,57,D,ND,14766,,BLYTHE,ST,RECREATION AND PARKS,LOS ANGELES,91402,6,531J3,,,
5,FIR,11,E,SD,680,S,BONNIE BRAE,ST,FIRE STATION #11,WESTLAKE,90057,1,634C3,0,,5142007900
50,R&P,47,*,SD,843,S,BONNIE BRAE,ST,REC & PARKS SERVICE - HOPE AND PEACE PARK,WESTLAKE,90057,1,634 C4,0,,5142004900
50,R&P,712,C,SD,1341,S,BONNIE BRAE,ST,TERRACE PARK REC & PARKS SERVICE,,90006,1,634B4,0,,
50,R&P,704,C,ND,13105,,BORDEN,AV,SYLMAR PARK,SYLMAR,91342,7,482A4,0,,
50,R&P,704,*,ND,13109,,BORDEN,AV,SYLMAR PARK,SYLMAR,91342,7,482A4,0,,
51,LIB,73,*,ND,13109,,BORDEN,AV,SYLMAR PARK - TEMP LIBRARY,SYLMAR,91342,7,482A4,0,,2505023907
50,R&P,704,A,ND,13151,,BORDEN,AV,REC & PARKS SERVICE,LOS ANGELES,91342,7,482 A4,0,,
50,R&P,56,*,SD,820,,BOSTON &FIGUEROA,ST,BOSTON PARK,LOS ANGELES,90012,9,634F3,0,,
50,R&P,600,A,ND,3606,,BOUNDARY,AV,ROSE HILLS PARK,EL SERENO,90032,14,595C5,0,,
50,R&P,600,*,ND,3610,,BOUNDARY,AV,ROSE HILLS PARK,EL SERENO,90032,14,595C5,0,,
50,,600,B,ND,3611,,BOUNDARY,AV,ROSE HILLS PARK,EL SERENO,90032,14,595C5,,,
25,STM,409,*,,15602,,BOWDOIN,ST,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,,0,,
26,STM,23,*,SD,15777,,BOWDOIN,ST,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,630J5,0,,
50,R&P,320,A,SD,650,S,BOYLE,AV,HOLLENBECK LAKE & PARK,BOYLE HGHTS,90023,14,635A5,0,,
25,STM,104,*,,510,S,BOYLSTON,ST,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90017,9,634E3,0,,
8,STM,11,A,ND,11549,,BRADLEY,AV,San Fernando St. Services yard -Lot Cleaning Div.,SAN FERNANDO,91340,7,502C1,0,,
26,STM,280,*,ND,11549,,BRADLEY,AV,MEDIAN ISLAND,SAN FERNANDO,91340,7,502C1,0,,
50,R&P,548,A,ND,18800,,BRAEMORE,RD,PALISADES PARK,NORTHRIDGE,91326,12,480G6,0,,
50,R&P,548,B,ND,18970,,BRAEMORE,RD,PALISADES PARK,NORTHRIDGE,91326,12,480G6,0,,
50,R&P,548,C,ND,19220,,BRAEMORE,RD,PALISADES PARK,NORTHRIDGE,91326,12,480G6,0,,
25,STM,795,*,ND,14418,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91340,0,,0,,
25,STM,722,*,ND,14440,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91340,0,,0,,
25,STM,794,*,ND,14531,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91340,0,,0,,
25,STM,721,*,ND,14540,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91340,0,,0,,
25,STM,714,*,ND,14709,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91340,0,,0,,
26,STM,247,*,ND,14730,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,MISSIONHILLS,91345,0,501J2,0,,
25,STM,792,*,ND,14840,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91345,0,501J2,0,,
50,R&P,68,B,ND,14841,,BRAND,BL,Brand Park,Los Angeles,91345,7,501H2,,,
26,STM,246,*,ND,15110,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,SAN FERNANDO,91345,0,501H2,0,,
26,STM,245,*,ND,15220,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,MISSION HLLS,91345,0,501H2,0,,
7,DAR,8,*,ND,15321,N,BRAND,BL,NORTHEAST VALLEY ANIMAL SHELTER,MISSION HILLS,91345,7,501 H2,,,
26,STM,244,*,ND,15380,,BRAND,BL,LANDSCAPE MEDIAN ISLAND,MISSION HLLS,91345,0,501J2,0,,
20,SAN,8,H,ND,12450,,BRANFORD,ST,EAST VALLEY REFUSE COLLECTION YARD,PACOIMA,91331,6,502F5,,4999-729,2629001001
50,R&P,72,A,ND,13306,,BRANFORD,ST,BRANFORD PARK,ARLETA,91331,6,532D1,0,,
50,R&P,72,*,ND,13310,,BRANFORD,ST,BRANFORD PARK,ARLETA,91331,6,532D1,0,,
8,STM,29,*,CC,4623,,BRAZIL,ST,SMALL TREE MAINTENANCE YARD (FUTURE),Los Angeles,90039,4,564 B5,,,
47,CDD,9,*,SD,233,N,BREED,ST,THE EARLY LEARNING CENTER,EAST L.A.,90033,14,635A4,17002,,5183003900
63,VAR,682,*,SD,318,N,BREED,ST,BROOKLYN-SOTO,EAST L.A.,90033,14,635B5,0,,5175010900
22,ITA,39,T,ND,2555,,BRIARCREST,RD,COMMUNICATIONS TOWER,LOS ANGELES,90046,5,592G2,0,,
50,R&P,71,C,ND,10331,,BRIARWOOD,DR,BRIARWOOD PARK,,90077,5,592A2,0,,
50,R&P,26,P,SD,111,,BRIDEWELL,ST,BRIDEWELL ARMORY,LOS ANGELES,90042,14,595E2,0,,5493028900
25,STM,547,*,SD,159,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
26,STM,323,*,SD,220,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,631F4,0,,
25,STM,870,*,,252,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
26,STM,190,*,SD,335,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,631F4,0,,
25,STM,868,*,,400,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
25,STM,869,*,,459,S,BRISTOL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
62,VAR,103,*,SD,214,S,BROADWAY,,"LESSOR: L & R AUTO PARKS, INC",LOS ANGLEES,90014,14,634F3,0,4999-537P,
62,VAR,100,*,SD,215,S,BROADWAY,,PARKING LOT UP TO 10 SPACES,LOS ANGELES,90014,14,634F3,0,4999-507P,
9,POL,87,*,SD,304,S,BROADWAY,,"LESSOR: BRADBURY ASSOCIATES, L.P. STE.201",LOS ANGELES,90013,14,634F4,40591,4999-789,5149018005
1,VAR,29,*,SD,420,S,BROADWAY,,Allright Parking for 419 and 433 S. Spring St.,Los Angeles,90013,14,634F4,0,4999-847P,5149024019
25,STM,397,*,SD,600,N,BROADWAY,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90012,1,634 G3,0,,
47,CDD,43,*,SD,682,,BROADWAY,AV,VENICE COMMUNITY PLAY GROUP,VENICE,90291,11,671H5,0,28000-986,4239019900
1,VAR,129,*,SD,804,,BROADWAY,,LAUSD prop-sub leased to Neighbrhd Yth Assoc-bldg 1,Venice,90291,,671H5,33541,4999-676a,
1,VAR,129,A,SD,804,,BROADWAY,,LAUSD Prop-sub leased to Neighbrhd Yth Assoc- Building 2,Venice,90291,11,671H5,,4999-676A,
9,POL,43,*,SD,977,N,BROADWAY,,LESSOR: FAR EAST NATIONAL BANK,LOS ANGELES,90012,1,634F6,7218,4999-528.1,
1,DGS,88,*,SD,1149,S,BROADWAY,,TRANSAMERICA BROADWAY BUILDING,LOS ANGELES,90015,9,634E5,0,,
35,HOU,11,*,ND,2215,N,BROADWAY,,LESSOR: STEVE KASTEN PROPERTIES,LOS ANGELES,90031,1,635A1,4167,5000-003,
26,STM,170,*,SD,3999,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90037,0,674C3,0,,
25,STM,119,*,,4044,,BROADWAY,PL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90037,0,,0,,
25,STM,119,B,,4048,,BROADWAY,PL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90037,0,,0,,
29,COU,28,*,SD,4703,S,BROADWAY,,LESSOR: DENNIS BRUCE NEEDLEMAN,LOS ANGELES,90037,9,674 C4,2360,4999-967,
50,R&P,201,*,SD,5207,S,BROADWAY,BL,SOUTH BROADWAY POCKET PARK,Los Angeles,90037,9,674 C5,,,
9,POL,7,*,SD,7600,S,BROADWAY,ST,77TH POLICE STATION,LOS ANGELES,90003,9,704B1,23090,,6031014907
25,STM,85,A,,8013,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,B,,8111,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,C,,8417,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,D,,8441,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,E,,8502,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
63,VAR,678,*,SD,8509,S,BROADWAY,,MANCHESTER-BROADWAY,LOS ANGELES,90003,8,704B2,0,,6040005900
25,STM,85,F,,8757,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,G,,8873,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,85,H,,8925,1/2,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,223,*,,9312,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
25,STM,85,*,,9400,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,224,*,,9440,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
25,STM,225,*,,9540,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
26,STM,111,*,SD,9608,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,704C4,0,,
25,STM,86,*,,9624,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,236,*,,9712,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
26,STM,322,*,SD,9840,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,704J1,0,,
25,STM,87,*,,9900,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,88,*,,10100,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,241,*,,10102,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
26,STM,110,*,SD,10240,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,704C5,0,,
25,STM,89,*,,10300,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,378,*,SD,10340,S,BROADWAY,,NON-STRUCTURAL SERVICE,LOS ANGELES,90003,0,,0,,
26,STM,109,*,SD,10440,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,704C5,0,,
25,STM,60,*,,10500,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90003,0,,0,,
25,STM,291,*,,10540,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
25,STM,297,*,,10640,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90003,0,,0,,
25,STM,638,*,,10700,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,,0,,
25,STM,309,*,,10740,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90061,0,,0,,
25,STM,310,*,,10820,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90061,0,,0,,
25,STM,616,*,,10900,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,,0,,
25,STM,313,*,,10920,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90061,0,,0,,
25,STM,314,*,,10940,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,,0,,
25,STM,315,*,,11020,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90061,0,,0,,
25,STM,636,*,,11113,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,,0,,
26,STM,321,*,SD,11120,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,704D7,0,,
25,STM,612,*,,11177,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90061,0,,0,,
25,STM,318,*,,11180,S,BROADWAY,,LANDSCAPE MEDIAN ISLAND,,90061,0,,0,,
25,STM,257,*,,20340,S,BROADWAY,,NON-STRUCTURAL SERVICE,,90003,0,,0,,
5,FIR,82,*,ND,1800,N,BRONSON,AV,FIRE STATION #82,HOLLYWOOD,90028,4,593G4,7145,,5586028900
25,STM,426,*,,4025,S,BRONSON,AV,LANDSCAPE MEDIAN ISLAND,,90008,,,0,,
25,STM,97,*,,3300,,BROOKLYN,PL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90063,0,,0,,
50,R&P,752,B,ND,826,,BROOKS,AV,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,,
