row	Park Property	Sub-Park Name	Address	City	Zip	Rgn.	CD 1	CD 2	CD 3	Acreage	Sub Acreage	Board Report #	Acquisition Date	Thomas Guide	Former/Alternate Name	APN	Comments	Part ofÌä
161	FAIRFAX SENIOR CITIZEN CENTER		7929 W. MELROSE AVE.			M	5			0.38				593-B6				
162	FEHLHABER-HOUK  PARK		9521 N. TUJUNGA CANYON BLVD.			V	7			1.16				504-C6				
163	FERNANGELES RECREATION CENTER		8851 N. LAUREL CANYON BLVD.			V	6			9.26				532-F1				
164	FINN (HOWARD) PARK		7747 W. FOOTHILL BLVD.                           			V	7			3.66				503-J3				
165	FOX AND LAUREL		14353 W. FOX ST.			V	7			0.38				502-A2				
166	FRANCIS AVENUE COMMUNITY GARDEN		2909 W. FRANCIS AVENUE			M	1			0.15				634-A3				
167	FREMONT HIGH SCHOOL POOL		7630 S. TOWNE AVE.			P	9			0.64				704-D1				
168	FULTON AVENUE PARK		FULTON AVE & VANOWEN ST.			V	2			0.39				532-D5				
169	GAFFEY STREET FIELD OF DREAMS		501 W. WESTMONT DR.			P	15			17.8				824-A2				
170	GAGE AND AVALON TRIANGLE POCKET PARK		6301-6309 S. AVALON BLVD			P	9			0.34				674-D6				
171	GAGE AND WESTERN PARK		1734 GAGE AVE.				8			0.15	 			673-H6				
172	GARCIA (MSGR. RAMON D.) RECREATION CENTER		1016 S. FRESNO ST.			M	14			6.49				635-B7				
173	GARVANZA PARK		6240 E. MERIDIAN ST.			M	14			5.59				595-E1				
174	GATEWAY TRIANGLE		LADERA DR. AT SUNSET BLVD.			P	5			0.04				592-D7				
175	GENESEE AVENUE PARK		2330 S. GENESEE AVE.			P	10			0.75				633-A6				
176	GIBSON (JOHN S., JR.) PARK		550 N. HARBOR BLVD. 			P	15			0.88				824-C5				
177	GILLIAM (JIM) CHILD CARE, RECREATION CENTER		4000 S. LA BREA AVE.			P	10			17.63				673-C2				
178	GLASSELL PARK		3650 N. VERDUGO RD.			M	1			12.69				594-H2				
179	GLEN ALLA PARK		4601 S. ALLA RD.			P	11			4.82				672-C6				
180	GLENHURST PARK		2932 W. GLENHURST AVE.			M	13			0.29				594-E3				
181	GONZALES (DAVID M.) RECREATION CENTER		10943 N. HERRICK AVE.			V	7			6.8				502-E3				
182	GRANADA HILLS PARK		16730 W. CHATSWORTH ST.			V	12			17.76				501-D3				
183	GRANADA HILLS YOUTH RECREATION CENTER		13100 N. BALBOA BLVD.			V	12			18.22				481-D4				
184	GRAPE STREET POCKET PARK		10726 S. GRAPE ST.			P	15			0.12				704-H5				
185	GREAYER'S OAK PARK		3711 N. FIGUEROA ST. 			M	1			0.6				595-A5				
186	GREEN MEADOWS RECREATION CENTER		431 E. 89TH ST.			P	9			7.64				704-D3				
187	GRIFFITH PARK		4730 N. CRYSTAL SPRINGS DR.			L	4			4281.73				563-H6				
188	* Sub-Park (Griffith Park )	GRIFFITH PARK:                           CENTRAL SERVICE YARD	3900 E. CHEVY CHASE DRIVE			L	13				28.36			564-C7				
189	* Sub-Park (Griffith Park )	GRIFFITH PARK:                                BETTE DAVIS PICNIC AREA	RANCHO AVE. & RIVERSIDE DR.			L	4				17			563-J3				
190	* Sub-Park (Griffith Park )	"GRIFFITH PARK.:                                
BOYS CAMP"	4730 N. CRYSTAL SPRINGS DR.			L	4				6			563-J6				
191	* Sub-Park (Griffith Park )	GRIFFITH PARK.:                             BRONSON CYN.	3200 N. CANYON DR.			L	4				74.41			593-G1				
192	* Sub-Park (Griffith Park )	GRIFFITH PARK.:                                    DOG PARK	5105 W. ZOO DRIVE			L	4				1.23			564-B4				
193	* Sub-Park (Griffith Park )	GRIFFITH PARK:  HARDING GOLF COURSE	4730 N. CRYSTAL SPRINGS DR.			L	4				138.77			564-B5				
194	* Sub-Park (Griffith Park )	"GRIFFITH PARK.:
HOLLYWOODLAND GIRLS CAMP"	3200 N.  CANYON DR.			L	4				10.23			563-H7				
195	* Sub-Park (Griffith Park )	GRIFFITH PARK.:                                            L. A. LIVE STEAMERS	5202 W. ZOO DR.			L	4				3.8			563-J4				
196	* Sub-Park (Griffith Park )	GRIFFITH PARK:  TRAVEL TOWN TRANSPORTATION MUSEUM	5200 W. ZOO DR.			L	4				10.38			563-J4				
197	* Sub-Park (Griffith Park )	"GRIFFITH PARK:
L. A. EQUESTRIAN CENTER"	500 RIVERSIDE DR.			L	4				67.29			563-H3				
198	* Sub-Park (Griffith Park )	"GRIFFITH PARK.:
LAKE HOLLYWOOD PARK"	3160 N. CANYON DR.			L	4				2.42			563-H7				
199	* Sub-Park (Griffith Park )	GRIFFITH PARK:  LOS FELIZ GOLF COURSE	3207 W. LOS FELIZ BLVD.			L	13				11.83			594-C1				
200	* Sub-Park (Griffith Park )	GRIFFITH PARK:  NORTH ATWATER PARK	3900 N. CHEVY CHASE DR.			L	13				5.36			564-C6				
201	* Sub-Park (Griffith Park )	GRIFFITH PARK.:                                            POLLYWOG AREA	AT REESE PL. & W. VALLEY HEART DR.			L	4				12.73			563-G3				
202	* Sub-Park (Griffith Park )	GRIFFITH PARK:  ROOSEVELT GOLF COURSE	2650 N. VERMONT AVE.			L	4				55.56			594-A1				
203	* Sub-Park (Griffith Park )	GRIFFITH PARK:  WILSON GOLF COURSE	4730 N. CRYSTAL SPRINGS DR.			L	4				181.2			564-B6				
204	GRIGSBY POCKET PARK		1816 E. 115th STREET			P	15			0.28				704-G6				
205	HAINES CANYON PARK		7021 W. ARAMA AVE.			V	7			52.38				504-A6				
206	HANSEN DAM RECREATION AREA		11770 W. FOOTHILL BLVD.			V	7			1449.54				502-H2				
207	* Sub-Park (Hansen Dam Rec Area)	HANSEN DAM GOLF COURSE	11770 W. FOOTHILL BLVD.			V	7				193.97			502-H2				
208	* Sub-Park (Hansen Dam Rec Area)	LAKE VIEW TERRACE RECREATION CENTER	11075 W. FOOTHILL BLVD.			V	7				9.81			502-J1				
209	* Sub-Park (Hansen Dam Rec Area)	HANSEN DAM QUARRY LAKE				V					112.33							
210	HARBOR CITY PARK		24901 S. FRAMPTON AVE.			P	15			11.07				794-A4				
211	HARBOR HIGHLANDS PARK		825 W. CAPITOL DR.			P	15			3.24				824-A2				
212	HARBOR VIEW MEMORIAL PARK		601 W. 24TH ST.			P	15			2.85				824-B7				
213	HART (WILLIAM S.) PARK		8341 DE LONGPRE AVE.				NA			0.83				593-A5				
214	HARTLAND MINI-PARK		6830 N. WOODMAN AVE.			V	2			0.07				532-C5				
215	HAWKINS (AUGUSTUS F.)  NATURAL PARK		5790 S. COMPTON AVE.			P	9			8.12				674-F5				
216	HAZARD PARK		2230 E. NORFOLK ST.			M	14			24.99				635-B3				
217	HENRY (HAROLD A.) PARK		890 S. LUCERNE AVE.			M	4			1.6				633-F3				
218	HERITAGE SQUARE		3800 N. HOMER ST.			M	1			4.16				595-A6				
219	HIGHLAND PARK RECREATION CENTER		6150 E. PIEDMONT AVE.			M	1			5.41				595-D2				
220	HIGHLAND PARK SENIOR CITIZEN CENTER		6152 N. FIGUEROA ST.			M	14			3.81				595-D2				
221	HIGH SIERRA (CAMP)		869 LAKE MARY RD. (MAMMOTH LAKES)				NA			41.5				NA				
222	HILLHURST PARKWAY		HILLHURST AVE. BTWN. LOS FELIZ BLVD. & VERMONT AVE.			L	4			0.49				594-A3				
223	HOLLENBECK PARK		415 S. ST. LOUIS ST.			M	14			18.3				635-A5				
224	HOLLYWOOD RECREATION CENTER		1122 N. COLE AVE.			M	13			3.12				593-F5				
225	HOLMBY PARK		601 S. CLUB VIEW DR.			P	5			8.52				632-C1				
226	* Sub-Park (Holmby Park)	HAMMER (ARMAND) GOLF COURSE	601 S. CLUB VIEW DR.			P	5				3.46			632-C1				
227	HOOVER PEDESTRIAN MALL		USC BTWN. HOOVER & 30TH ST.			M	9			2.16				634-B7				
228	HOOVER RECREATION CENTER (Expansion)		1010 W. 25TH ST.			M	1			2.95				634-B6				
229	HOOVER-GAGE PARK		817 W. GAGE AVE.			P	9			0.21				674-B6				
230	HOPE AND PEACE PARK		843 S. BONNIE BRAE ST.			M	1			0.57				634-C4				
231	"HOSTETTER PARK
"		3141 E. OLYMPIC BLVD.			M	14			3.46				675-A1				
232	HOUSTON (NORMAN O.) PARK		4800 S. LA BREA AVE.			P	8			9.5				673-C4				
233	HUMPHREY (HUBERT H.)   MEMORIAL PARK 		12560 W. FILMORE ST.			V	7			9.99				482-E7				
234	IMPERIAL COURTS RECREATION CENTER		2250 E. 114TH ST.			P	15			2.36				704-H7				
235	JESSUP (ROGER W.) PARK 		12467 W. OSBORNE ST.			V	7			14.41				502-F4				
236	JORDAN DOWNS RECREATION CENTER		9900 S. GRAPE ST.			P	15			3.16				704-H4				
237	JUNTOS PARK		3135 N. DREW ST.			M	13			1.64				594-F1				
238	KING (MARTIN LUTHER, JR.) PARK		3934 S. WESTERN AVE.			P	8			8.33				673-J2				
239	KITTRIDGE MINI-PARK		6565 N. GREENBUSH AVE.			V	2			0.09				532-C6				
240	KNAPP RANCH PARK		25000 W. KITTRIDGE ST.			V	12			69.11				529-C7				
241	* Sub-Park (Knapp Ranch Park)	KNAPP RANCH PARK, WEST	WOODED VISTA & TWISTED OAK DR.			V	12				12.49			529-C7				
242	L. A. (HIGH SCHOOL) MEMORIAL PARK		4625 W. OLYMPIC BLVD.			M	4			2.51				633-E3				
243	L. A. YOUTH ATHLETIC CLUB		421 N. AVE. 19			M	1			4.64				594-J7				
244	LACY STREET NEIGHBORHOOD PARK		LACY ST. AT W. AVE. 26			M	1			0.37				594-J6				
245	LAFAYETTE PARK		625 S. LAFAYETTE PARK PLACE			M	10			9.72				634-B2				
246	LAKESIDE PARK (PHASE 1)		ENCINITAS AVE & BLEDSOE ST			V	7			70				481-G5				
247	LAKE STREET PARK		227 N. LAKE ST.			M	13			1.52				634-D1				
248	LA MIRADA PARK ACQUISITION SITE		5401 W. LA MIRADA AVE.			M	13			0.17				593-H5				
249	LANARK PARK		21816 W. LANARK ST.			V	3			19.2				530-A3				
250	LANARK/SHELBY MINI-PARK		21816 W. LANARK ST.			M	3			0.27				565-D6				
251	LAPD SWAT OFFICER RANDAL D. SIMMONS PARK (formerly WEST VALLEY PARK)		6731 N. WILBUR AVE.			V	3			8.08				530-H6				
252	LARISSA PARKWAY		3305 W. LARISSA DR.          			M	13			0.22				594-C6				
253	LAS PALMAS SENIOR CITIZEN CENTER		1820 N. LAS PALMAS AVE.			M	4			1.14				593-E4				
254	LASORDA (TOMMY)  FIELD OF DREAMS		1901 N. WATERLOO ST.			M	13			1.8				594-E5				
255	LA TIERRA DE LA CULEBRA		236 S. AVE. 57			M	1			0.56				595-C3				
256	LA TUNA CANYON PARK		6801 W. LA TUNA CANYON RD.			V	7			73.6				507-B7				
257	LATHAM PARK		5308 S. LATHAM ST.			P	9			0.19				674-F5				
258	LAUREL AND HARDY PARK		3022 W. DEL MONTE DR. 			M	13			0.32				594-C7				
259	LAUREL CANYON MULHOLLAND PARK		8100 W. MULHOLLAND DR.			M	4			1.71				592-J1				
260	* Sub-Park (Laurel Canyon Park)	LAUREL CANYON DOG PARK				V	4				3.94			592-J1				
261	LAX NORTHSIDE OPEN SPACES						11			33								
262	LAZY J RANCH PARK		23751 W. INGOMAR ST.                                			V	12			8.43				529-E3				
263	LEIMERT PLAZA		4395 S. LEIMERT BLVD.			W	10			1.02				673-F3				
264	LELAND PARK 		863 S. HERBERT AVE.			P	15			15.76				824-B4				
265	LEMON GROVE RECREATION CENTER		4959 W. LEMON GROVE AVE.			M	13			3.87				593-J6				
266	LEXINGTON AVENUE POCKET PARK		5523 W. LEXINGTON AVE.			M	13			0.17				593-H5				
267	LILAC TERRACE PARK		1253 W. LILAC TER. 			M	1			2.83				634-F1				
268	LIMEKILN CANYON PARK		19585 W. RINALDI ST.			V	12			92.57				480-F7				
269	LINCOLN HEIGHTS RECREATION CENTER		2303 N. WORKMAN ST.			M	1			2.88				635-A1				
270	LINCOLN HEIGHTS YOUTH CENTER		2500 N. GRIFFIN AVE.			M	1			0.74				595-A7				
271	LINCOLN PARK		3501 E. VALLEY BLVD.			M	1			42.81				635-B2				
272	LINDSAY (GILBERT W.) COMMUNITY CENTER		429 E. 42ND PLACE			P	9			14.62				674-D3				
273	LITTLE GREEN ACRES PARK		10420 S. VERMONT AVE.			P	8			0.23				704-A5				
274	LITTLE LANDERS PARK		10110 N. COMMERCE AVE.			V	7			1.14				504-A4				
275	LOOKOUT POINT PARK		3400 N. GAFFEY ST.			P	15			1.39				854-B2				
276	LOS ANGELES CENTER FOR ENRICHED STUDIES (LACES)		5931 W. 18TH STREET			W	10			7.41				633-A5				
277	LOS ANGELES MARITIME MUSEUM		BIRTH 84 - FOOT OF 6TH STREET AT HARBOR BLVD.			P	15			2.48				824-C5				
278	LOUISE PARK		7140 N. LOUISE AVE.			V	6			6.48				531-C5				
279	"LUMMIS (CHARLES F.) HOME, ""EL ALISAL"""		200 E. AVENUE 43			M	1			1.75				595-B5				
280	MacARTHUR (GEN. DOUGLAS)   PARK		2230 W. 6th STREET.			M	1			29.87				634-C3				
281	McKINLEY AVENUE		4916 S. McKINLEY AVE.			G	9			0.11				674-E4				
282	MADISON WEST PARK 		464 N. MADISON AVE. 			M	13			0.52				594-A7				
283	MAHOOD (FELICIA) MULTIPURPOSE CENTER		11338 SANTA MONICA BLVD.			W	11			4.32				632-A5				
284	MALLOY (KEN) HARBOR REGIONAL PARK		25820 S. VERMONT AVE.			P	15			290.87				794-A6				
285	* Sub-Park (Malloy (Ken) Harbor Reg Park)	HARBOR PARK GOLF COURSE	1235 N. FIGUEROA PL.			P	15				64.78			794-C5				
286	MANDEVILLE CANYON PARK		2660 N. WESTRIDGE RD.			P	11			131.2				591-C7				
287	MAR VISTA GARDENS RECREATION CENTER		4901 S. MARIONWOOD DR			P	11			4.82				672-E5				
288	MAR VISTA RECREATION CENTER		11430 W. WOODBINE AVE			P	11			18.51				672-C2				
289	MARCO PLACE PARKWAY		MARCO COURT BTWN. LINCOLN/VENICE BLVDS.			P	11			0.03				671-J5				
290	MARCO TRIANGLE		MARCO PL. BTWN. OAKWOOD/SHELL AVES.			P	11			0.03				671-J5				
291	MARSON PARK		15262 MARSON ST.			V	6			0.29				531-H3				
292	MASCOT TRIANGLE		INTERSECTION OF MASCOT & PICKFORD STS.			M	10			0.17				633-D5				
293	MASON PARK		10500 N. MASON AVE.			V	12			17.07				500-D3				
294	McGROARTY CULTURAL ART CENTER		7570 W. McGROARTY TERRACE			V	7			16.89				503-J5				
295	* Sub-Park (McGroarty Cultual Art Ctr)	PASKO PARK	SOUTH OF MCGROARTY CULTURAL ART CENTER - NORTH OF VERDUGO CRESTLINE DRIVE			V	7				1.01			503-J5				
296	MECCA AVENUE PARK		5250 N. MECCA AVE.			V	3			0.1				560-J2				
297	MEDIA PARK		9070 W. VENICE BLVD.			W	5			1.08				672-G1				
298	MID-VALLEY SENIOR CITIZEN CENTER (SITE)		9540 N. VAN NUYS BLVD.			V	6			2.66				501-J5				
299	MILLER (LOREN) RECREATION CENTER		2717 S. HALLDALE AVE.			P	8			2.42				633-J7				
300	MONTECITO HEIGHTS RECREATION CENTER		4545 N. HOMER ST.			M	1			22.53				595-B5				
301	MOON CANYON PARK		911 N. MUSEUM DR.			M	1			4.49				595-A3				
302	MOONSHINE CANYON PARK		19900 W. SESNON BLVD.                                                  			V	12			25.88				480-E7				
303	MOORPARK PARK		12061 W. MOORPARK ST.			V	2			3.22				562-G4				
304	MOUNT CARMEL RECREATION CENTER		830 W. 70TH ST.			P	8			3.41				674-B7				
305	MOUNT OLYMPUS PARK		243 E. AVE. 33			M	1			8.91				595-A6				
306	MULHOLLAND VIEW SITE NO. 16		MULHOLLAND DRIVE & PARK LANE CIRCLE 			V	5			0.21				561-E7				
307	NEVIN AVENUE PARK		1527-1531 E. 32ND ST.				9			0.26				674-F2				
308	NICKERSON (WILLIAM) GARDENS RECREATION CENTER		11251 S. COMPTON AVE.			P	15			4.73				704-G6				
309	NORMANDALE RECREATION CENTER		22400 S. HALLDALE  AVE.			P	15			8.26				764-A7				
310	NORMANDIE AND CORDOVA PARK		1903 W. CORDOVA ST. 				10			0.05				633-J6				
311	NORMANDIE RECREATION CENTER		1550 S. NORMANDIE AVE.			M	1			3.27				633-J5				
312	NORTH EAST VALLEY MULTIPURPOSE CENTER		11300 N. GLENOAKS BLVD.			V	7			2.07				502-E1				
313	NORTH HILLS COMMUNITY PARK		8756 N. PARTHENIA PL.			V	6			3.89				501-H7				
314	NORTH HOLLYWOOD PARK		11430 W. CHANDLER BLVD.			V	2			55.6				562-H2				
315	* Sub-Park (North Hollywood Park)	VALLEY VILLAGE PARK	500 WESTPARK DR.			V	2				6.47			562-H3				
316	NORTHRIDGE RECREATION CENTER		10058 N. RESEDA BLVD.			V	12			24.02				500-J5				
317	NOWITA TRIANGLE		NOWITA PLACE 			P	11			0.03				671-J5				
318	OAKRIDGE RESIDENCE		18650 W. DEVONSHIRE ST.			V	12			9.47				500-H4				
319	OAKWOOD RECREATION CENTER		767 E. CALIFORNIA AVE.			P	11			3.63				671-H5				
320	OCCIDENTAL PARKWAY		OCCIDENTAL BLVD & 6TH ST			M	1			0.56				634-B2				
321	OLD CYPRESS PARK LIBRARY		3320 E. PEPPER AVE.			M	1			0.18				594-J5				
322	OLD ENCINO FIRE STATION PROPERTY		5001 N. BALBOA BLVD. 			V 	5			0.37				561-D3				
323	OLD MISSION TRAIL		10400 LIMEKILN CANYON RD. 			V	12			13.6				500-D2				
324	O'MELVENY PARK		17300 W. SESNON BLVD.			V	12			695.71				481-A3				
325	ORCHARD AVE POCKET PARK		4600 S. ORCHARD AVE.			P	9			0.14				674-B4				
326	ORCUTT RANCH  HORTICULTURAL CENTER		23600 W. ROSCOE BLVD.			V	12			24.1				529-F3				
327	ORD AND YALE STREET PARK		524 W. ORD STREET			M	1			0.242				634-G2				
328	ORO VISTA PARK		11101 N. ORO VISTA AVE.			V	7			8.23				503-G1				
329	ORTHOPEDIC HOSPITAL UNIVERSAL ACCESS PLAYGROUND		2400 S. FLOWER STREET			P	9			0.37				634-C7				
330	OWENS (JESSE) MINI-PARK		7100 N. WHITE OAK AVE.			V	6			1.59				531-B5				
331	PACIFIC REGION HQ.                            		1670 W. PALOS VERDES DR., NORTH			P	15			2.62				794-A6				
332	PALACE PLATING 						9			0.47								
333	PALISADES-ASILOMAR PARK		15920 W. ASILOMAR BLVD.			P	11			1.44				630-J6				
334	PALISADES PARK  (PACIFIC PALISADES)		15400 W. PACIFIC COAST HWY.      			P	11			24.39				631-A7				
335	PALISADES PARK  (PORTER RANCH)		12100 N. TAMPA AVE.                         			V	12			113.65				480-G6				
336	PALISADES RECREATION CENTER		851 N. ALMA REAL DR.			P	11			17.54				631-A6				
337	PALMS RECREATION CENTER		2950 S. OVERLAND AVE.			P	5			4.81				632-E7				
338	PANORAMA CITY RECREATION CENTER		8600 N. HAZELTINE AVE.			V	6			6				532-B1				
339	PAN PACIFIC PARK		7600 W. BEVERLY BLVD.			M	4			32.18				633-C1				
340	PARKVIEW PHOTO CENTER		2332 W. 4TH ST.			M	1			0.96				634-C2				
341	PARTHENIA PARK		21444 PARTHENIA ST.			V	3			1.42				530-A1				
342	PATTON  STREET POCKET PARK  (formerly Old Echo Park Boys & Girls Club)		303-305 N. PATTON STREET			M	1			0.4				634-E1				
343	PECAN RECREATION CENTER		127 S. PECAN ST.			M	14			4.28				634-J4				
344	PECK PARK		560 N. WESTERN AVE.			P	15			74.52				823-J3				
345	PENMAR RECREATION CENTER		1341 E. LAKE ST.			P	11			12.01				671-J4				
346	PENMAR GOLF COURSE		1233 E. ROSE AVE.			P	11			52.7				671-J3				
347	PEPPER (CLAUDE) SENIOR CITIZEN CENTER		1762 S. LA CIENEGA BLVD.			M	10			0.4				632-J5				
348	PERSHING SQUARE		525 S. OLIVE ST.			M	14			4.44				634-E4				
349	PICO UNION PARK		1827 S. HOOVER ST.			M	1			0.72				634-B5				
350	PILSON PROPERTY		19900 W. MULHOLLAND DR.			V	3			14.59				560-F7				
351	PLACITA DEL SEOUL		CRA/LA				10			0.5								
352	POINSETTIA RECREATION CENTER		7341 W. WILLOUGHBY AVE.			M	5			6.29				593-C6				
353	POINT FERMIN PARK		807 W. PASEO DEL MAR			P	15			39.13				854-A2				
354	PORTER RANCH PARK		11000 N. TAMPA AVE.			V	12			40.96				500-F2				
355	PORTER RANCH-SESNON PROPERTY		11811 N. PORTER RANCH DRIVE			V	12			50.11				480-D6				
356	PORTER RIDGE PARK		18799 W. SESNON BLVD.			V	12			17.78				480-H5				
357	POTRERO CANYON PARK		15125 W. PACIFIC COAST HWY.              			P	11			35.49				631-A6				
358	POTTER (BENNY H.) WEST ADAMS AVENUES MEMORIAL PARK		2413 S. 2ND AVE.			M	10			1.6				633-G6				
359	PROSPECT PARK		612 N. ECHANDIA ST.			M	14			2.71				635-A3				
360	PUEBLO DEL RIO RECREATION CENTER		5350 N. ALBA ST.			P	9			0.54				674-G4				
361	QUEEN ANNE RECREATION CENTER		1240 S. WEST BLVD.			M	10			5.23				633-E4				
362	QUIMBY (JOHN) PARK		7008 N. DESOTO AVE.			V	3			3.82				530-C5				
363	RADFORD (CAMP)		3250 RADFORD RIVER RD. (ANGELUS OAKS, CA 92305)				NA			83.69								
364	RAMONA GARDENS RECREATION CENTER		2830 E. LANCASTER AVE.			M	14			6.4				635-C3				
365	* Sub-Park (Ramona Gardens Rec Ctr)	ALVAREZ (HENRY)                 MEMORIAL PARK	2830 LANCASTER AVE.			M	14				2.56			635-C3				
366	* Sub-Park (Ramona Gardens Rec Ctr)	RAMONA GARDENS PARK	2800 S. FLOWER ST. 				9				2.1			634-C7				
367	RAMONA HALL COMMUNITY CENTER 		4580 N. FIGUEROA ST.			M	1			1.43				595-B4				
368	RANCHO CIENEGA SPORTS COMPLEX 		5001 W. RODEO RD.			W	10			28.97				673-C1				
369	RENA PARK		510 N. LELAND AVE.			P	15			1.28				824-A4				
370	RESEDA PARK		18411 W. VICTORY BLVD.			V	3			29.68				530-J7				
371	REYNIER PARK		2803 S. REYNIER AVE.			P	10			1.03				632-H6				
372	RICHARDSON FAMILY PARK (ELINOR AND DON)		2700 S. BUDLONG AVE.			P	8			0.32				634-A7				
373	RINALDI PARK		18501 W. RINALDI ST.			V	12			0.08				500-H1				
374	RIO DE LOS ANGELES STATE PARK 		1900 N. SAN FERNANDO ROAD			M	1			39.39				594-G4				
375	RIVAS CANYON PARK		E. END OF ORACLE PLACE			P	11			25.76				631-B3				
376	ROBERT F. KENNEDY INSPIRATION PARK 		3400 W. WILSHIRE BLVD			M	10			0.43				633-J2				
377	ROBERTS (ELEANOR GREEN) AQUATIC CENTER		4526 W. PICO BLVD.			M	10			0.75				633-E4				
378	ROBERTS (FRED) RECREATION CENTER		4700 S. HONDURAS ST.			P	9			2.9				674-G4				
379	ROBERTSON RECREATION CENTER		1641 S. PREUSS RD.			P	5			1.24				632-H4				
380	ROCKWOOD COMMUNITY PARK		1571 W. ROCKWOOD ST. 			M	13			0.43				634-D2				
381	RODRIGUEZ (SEILY) PARK 		5707 W. LEXINGTON AVE.			M	13			0.34				593-H5				
382	ROOSEVELT HIGH SCHOOL POOL		456 S. MATHEWS ST.			M	14			1.49				635-A5				
383	ROSCOE-VALLEY CIRCLE PARK		24116 W. DE QUINCY COURT			V	12			44.35				529-E3				
384	ROSE HILL RECREATION CENTER		4530 E. MERCURY AVE.			M	14			2.26				595-D6				
385	ROSECRANS RECREATION CENTER		840 W. 149TH ST.			P	15			10.55				734-B4				
386	ROSEWOOD GARDENS		7811 W. ROSEWOOD AVE.			M	5			0.11				593-B7	UNTIL 5-97 CALLED ROSEWOOD PARK			
387	RUNNYMEDE PARK		20200 W. RUNNYMEDE  ST.                      			V	3			5.93				530-D4				
388	RUNYON CANYON PARK                     		2000 N. FULLER AVE			L	4			136.76				593-C3				
389	RUSTIC CANYON PARK		SW OF SULLIVAN FIRE RD.			P	11			44.69				631-C2				
390	RUSTIC CANYON RECREATION CENTER		601 N. LATIMER RD.			P	11			8.95				631-C6				
391	SAINT ANDREWS RECREATION CENTER		8701 S. SAINT ANDREWS PL.			P	8			8.58				703-H3				
392	SAINT JAMES PARK		20 S. ST. JAMES PARK			M	1			0.9				634-C7				
393	SAN JUAN GARAGE		215-217 E. SAN JUAN AVE.			L	11			0.12				671-H6				
394	SAN JULIAN PARK		312 E. 5TH STREET			M	14			0.29				634-F5				
395	SAN PEDRO PLAZA PARK		700 S. BEACON ST.			P	15			3.51				824-C5				
396	SAN PEDRO WELCOME PARK		351 N. GAFFEY ST.			P	15			0.4				824-B4				
397	SAN VICENTE MOUNTAIN PARK		17500 W. MULHOLLAND DR.			P	11			31.45				591-B1				
398	SANTA YNEZ CANYON PARK		1100 N. PALISADES DR.                             			P	11			337.84				630-F2				
399	SCHACHTER (IRVING) PARK		2599 S. BEVERWIL DR.			W	5			0.31				632-G6				
400	SEELY (CAMP)		250 N. HWY. 138        (CRESTLINE)				NA			12.9								
401	SELMA PARK		6567 W. SELMA AVE.			M	13			0.22				593-E4				
402	SEOUL INTERNATIONAL PARK		3250 W. SAN MARINO ST.			M	10			3.47				633-J3				
403	SEPULVEDA BASIN RECREATION AREA		17017 W. BURBANK BLVD.			V	6			1538.6				531-C7				
404	* Sub-Park (Sepulveda Basin Rec Area)	BALBOA 18-HOLE GOLF COURSE (Sepulveda Golf Complex)	16821 W. BURBANK BLVD.			V	6				152.66			561-D1				
405	* Sub-Park (Sepulveda Basin Rec Area)	ENCINO 18-HOLE GOLF COURSE (Sepulveda Golf Complex)	16821 BURBANK BLVD.			V	6				168.01			561-E2				
406	* Sub-Park (Sepulveda Basin Rec Area)	ENCINO PARK AND RIDE	5174 N. HAYVENHURST AVENUE			V	5				1.55			561-E3				
407	* Sub-Park (Sepulveda Basin Rec Area)	LIBBIT PARK	5101 N. LIBBIT AVE.			V	5				24.51			561-E3				
408	* Sub-Park (Sepulveda Basin Rec Area)	WOODLEY AVENUE PARK	6350 N. WOODLEY AVE.                            			V	6				109.66			531-F7				
409	* Sub-Park (Sepulveda Basin Rec Area)	WOODLEY LAKES GOLF COURSE	6331 N. WOODLEY AVE.			V	6				238.89			531-E7				
410	* Sub-Park (Sepulveda Basin Rec Area)	BEILENSON (ANTHONY C.) PARK	6200 N. BALBOA BLVD.			V	6				169.24			561-D1		2255-023-900	"In Sep. Dam RECREATION Area INC. ""Lake Balboa"""	
411	* Sub-Park (Sepulveda Basin Rec Area)	HJELTE SPORTS CENTER	16210 W. BURBANK BLVD.			V	6				14.72			561-F2				
412	* Sub-Park (Sepulveda Basin Rec Area)	BALBOA SPORTS CENTER	17015 W. BURBANK BLVD.			V	6				82.34			561-C2				
413	* Sub-Park (Sepulveda Basin Rec Area)	SEPULVEDA BASIN DOG PARK	17550 W. VICTORY BLVD.			V	6				4.94			531-B7				
414	* Sub-Park (Sepulveda Basin Rec Area)	SEPULVEDA GARDEN CENTER	16633 W. MAGNOLIA BLVD.			V	5				24.09			561-D3				
415	* Sub-Park (Sepulveda Basin Rec Area)	SEPULVEDA BASIN WILDLIFE RESERVE	17017 W. BURBANK BLVD.			V	6				185.57			561-D2				
416	* Sub-Park (Sepulveda Basin Rec Area)	TEICHMAN FAMILY MAGNOLIA PARK                         (at Emek Hebrew Acad.)	15365 W. MAGNOLIA BLVD.			V	4				3.2			561-H3				
417	SEPULVEDA RECREATION CENTER		8801 N. KESTER AVE.			V	6			10.59				531-J1				
418	SERRANIA AVENUE PARK		4800 N. SERRANIA AVE.			V	3			36.54				560-C4				
419	SHADOW RANCH PARK 		22633 W. VANOWEN ST.			V	12			12.03				529-H6				
