Depart #,Dept,Bldg #,Sub ID,Maint Dist,Street #,Street Dir,Street Name,Street Type,Bldg Name,Community,Zip Code,Council Dist,Thomas Bros,Square Ft,Lease #,APN,compiled_address,compiled_lat,compiled_lng
50,R&P,468,L,SD,249,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","249 S Occidental Blvd, Los Angeles, CA 90057",34.068206,-118.28231
50,R&P,468,M,SD,301,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
50,R&P,468,A,SD,327,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
50,R&P,468,C,SD,416,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
50,R&P,468,I,SD,437,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
50,R&P,468,H,SD,501,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
50,R&P,468,G,SD,535,S,OCCIDENTAL,BL,OCCIDENTAL PARKWAY,LOS ANGELES,90057,1,634B2,0,"","","90057, CA",34.062191009521484,-118.2772445678711
25,STM,896,*,"",97,"",OCEAN,WY,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90402,0,"",0,"","","Los Angeles, CA",34.053489685058594,-118.24532318115234
26,STM,38,*,SD,180,"",OCEAN,WY,STREET MEDIAN IRRIGATION,SANTA MONICA,90402,0,"",0,"","","90402, CA",34.03505325317383,-118.50338745117188
50,R&P,752,G,ND,152,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,E,ND,826,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,I,ND,1400,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,754,*,ND,1531,"",OCEAN FRONT,WK,VENICE RECREATION CENTER,VENICE,90291,11,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,H,ND,1700,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,C,ND,2100,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"",4,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,*,ND,2300,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,752,D,ND,3000,"",OCEAN FRONT,WK,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,913,*,"",12011,"",OHIO,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90025,11,"",0,"","","90025, CA",34.04511260986328,-118.44671630859375
50,R&P,532,D,CC,500,S,OLIVE,ST,PERSHING SQUARE,LOS ANGELES,90013,9,634F4,0,"",5149031900,"90013, CA",34.044315338134766,-118.24076080322266
50,R&P,532,C,CC,510,S,OLIVE,ST,PERSHING SQUARE,Los Angeles,90013,9,634F4,0,"",5149031900,"90013, CA",34.044315338134766,-118.24076080322266
50,R&P,532,*,CC,524,S,OLIVE,ST,PERSHING SQUARE,Los Angeles,90013,9,634F4,0,"",5149031900,"90013, CA",34.044315338134766,-118.24076080322266
50,R&P,532,G,CC,530,S,OLIVE,ST,PERSHING SQUARE,Los Angeles,90013,9,634F4,0,"",5149031900,"530 S Olive St, Los Angeles, CA 90013",34.048408,-118.252975
50,R&P,532,J,CC,532,S,OLIVE,ST,PERSHING SQUARE,Los Angeles,90013,9,634F4,0,"",5149031900,"90013, CA",34.044315338134766,-118.24076080322266
26,STM,348,*,"",4027,"",OLMSTED,AV,LANDSCAPE MEDIAN ISLAND,"",90008,0,673F2,0,"","","90008, CA",34.00904083251953,-118.34813690185547
25,STM,743,*,SD,802,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90015,0,"",0,"","","90015, CA",34.03961181640625,-118.26668548583984
25,STM,28,*,"",850,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90015,9,634D4,0,"","","90015, CA",34.03961181640625,-118.26668548583984
25,STM,177,*,"",892,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,"",90015,0,"",0,"","","90015, CA",34.03961181640625,-118.26668548583984
25,STM,454,*,"",1500,W,OLYMPIC,BL,PEDESTRIAN TUNNEL,LOS ANGELES,90015,0,"",0,"","","90015, CA",34.03961181640625,-118.26668548583984
8,STM,25,B,SD,2484,E,OLYMPIC,BL,TRUCK SCALES,LOS ANGELES,90021,9,674J1,0,"",5168002900,"90021, CA",34.02921676635742,-118.23880767822266
8,STM,25,I,SD,2484,E,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90021,9,674J1,0,"",5168002900,"90021, CA",34.02921676635742,-118.23880767822266
25,STM,398,*,"",3001,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,"",90006,0,"",0,"","","90006, CA",34.04802703857422,-118.29409790039062
25,STM,500,*,"",3009,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90006,0,"",0,"","","90006, CA",34.04802703857422,-118.29409790039062
25,STM,273,*,"",3516,W,OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,341,*,SD,10590,"",OLYMPIC,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90064,0,632F3,0,"","","90064, CA",34.03719711303711,-118.42424774169922
60,VAR,815,*,SD,1100,"",OPP,ST,W 37 OF LOT 13 BLOCK B,WILMINGTON,90744,15,794D6,0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
50,R&P,580,*,ND,14760,"",ORACLE,PL,RIVAS CANYON PARK,PACFC PALSDS,90272,11,631B6,0,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
25,STM,133,*,"",3115,"",ORCHARD,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90007,0,"",0,"","","3115 Orchard Ave, Los Angeles, CA 90007",34.026256,-118.289443
25,STM,832,*,SD,709,N,ORLANDO,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90069,0,"",0,"","","Los Angeles, CA",34.053489685058594,-118.24532318115234
50,R&P,548,D,ND,12300,"",ORMSKIRK,AV,PORTER RIDGE PARK,NORTHRIDGE,91326,12,480H5,0,"","","Porters Ridge, GA",33.352901458740234,-84.46849822998047
49,VAR,3,*,ND,12605,S,OSBORNE,ST,COUNTY ADMINISTRATION,PACOIMA,91331,7,507E4,"","","","12605 Osborne St, Los Angeles, CA 91331",34.257469,-118.407546
21,SAN,325,*,ND,12514,"",OTSEGO,ST,OTSEGO ST STATION,N HOLLYWOOD,91607,5,562G3,0,"","","12514 Otsego St, Valley Village, CA 91607",34.162857,-118.405845
63,VAR,715,*,ND,2371,"",OVERLAND,AV,RANCHO PARK,RANCHO PARK,90064,5,632C6,0,"",4320005902,"2371 Overland Ave, Los Angeles, CA 90064",34.04256463050842,-118.42526994645596
50,R&P,492,A,ND,2930,"",OVERLAND,AV,PALMS PARK,LOS ANGELES,90064,5,632D7,0,"","","90064, CA",34.03719711303711,-118.42424774169922
50,R&P,492,*,ND,2950,"",OVERLAND,AV,PALMS PARK,LOS ANGELES,90064,5,632D7,0,"","","90064, CA",34.03719711303711,-118.42424774169922
50,R&P,636,*,NA,0,"",P. O. BOX AE,"",CAMP SEELEY,CRESTLINE,91316,0,"",0,"","","Crestline, OH",40.78791046142578,-82.73726654052734
50,R&P,316,*,NA,0,"",P.O. BOX 711,"",CAMP HIGH SIERRA,MAMMOTH LAKE,91316,0,"",0,"","","Mammoth Lakes, CA",37.648780822753906,-118.9779281616211
50,R&P,636,B,NA,0,"",P.O. BOX AE,"",CAMP SEELEY,CRESTLINE,91316,0,"",0,"","","Crestline, OH",40.78791046142578,-82.73726654052734
50,R&P,800,*,ND,1234,"",PACIFIC,AV,WESTMINSTER RECREATION CENTER,VENICE,90066,11,824B6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,242,*,"",199,E,PACIFIC COAST,HY,PEDESTRIAN TUNNEL,WILMINGTON,90744,0,"",0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
21,SAN,175,*,SD,1357,W,PACIFIC COAST,HY,PUMPING PLANT #75,WILMINGTON,90710,15,795G5,512,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
25,STM,331,*,SD,1602,E,PACIFIC COAST,HY,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90744,15,794 B5,0,"","","90744, CA",33.78234100341797,-118.26117706298828
26,STM,26,*,SD,1611,E,PACIFIC COAST,HY,LANDSCAPE MEDIAN ISLAND,Los Angeles,90744,15,794 G5,"","","","1611 Island Ave, Los Angeles, CA 90744",33.7956,-118.267601
50,"",808,*,ND,1760,"",PACIFIC COAST,HY,WILL ROGERS STATE BEACH,P. PALISADES,90272,11,630H6,"",0,"","1760 Palisades Dr, Los Angeles, CA 90272",34.076412,-118.561912
50,R&P,551,*,ND,15101,"",PACIFIC COAST,HY,POTRERO CANYON PARK,PACFC PALSDS,90272,11,631B7,0,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
50,R&P,551,A,ND,15145,"",PACIFIC COAST,HY,POTRERO CANYON PARK,PACFC PALSDS,90272,11,631B7,0,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
50,R&P,709,*,ND,15900,"",PACIFIC COAST,HY,TEMESCAL CANYON PARK,PACFC PALSDS,90272,11,630J6,0,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
21,SAN,139,*,ND,16600,"",PACIFIC COAST,HY,PUMPING PLANT #39,PACFC PALSDS,90272,11,630H6,12,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
21,SAN,132,*,SD,17267,"",PACIFIC COAST,HY,PUMPING PLANT #32,PACFC PALSDS,90272,11,630H6,71,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
50,R&P,629,*,ND,1485,"",PALISADES,DR,SANTA YNEZ CANYON PARK,PACFC HIGHLD,90272,11,630F1,0,"","",Highland,39.18476104736328,-83.6009521484375
60,VAR,675,*,SD,2612,"",PALM GROVE,AV,"TENANT: DEREK REUBEN, MICHELLE REUBEN",LOS ANGELES,90232,10,633C7,0,L-17030,5057010900,"Los Angeles, CA",34.053489685058594,-118.24532318115234
25,STM,848,*,"",12700,"",PALMS,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90066,0,"",0,"","","90066, CA",34.00196075439453,-118.43120574951172
25,STM,346,*,"",12876,"",PALMS,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90066,0,"",0,"","","90066, CA",34.00196075439453,-118.43120574951172
25,STM,823,*,"",14930,"",PAMPAS RICAS,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,11,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
50,R&P,408,E,SD,616,S,PARK VIEW,ST,MacARTHUR PARK,WESTLAKE,90057,1,634B3,0,"",5141003900,"Westlake, CA",34.05970001220703,-118.2750015258789
25,STM,46,*,"",424,"",PARKMAN,AV,TUNNEL,LOS ANGELES,90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
50,R&P,46,*,ND,8756,"",PARTHENIA,PL,NORTH HILLS COMMUNITY PARK,NORTH HILLS,91343,7,501H7,0,"",2654011903,"8756 Parthenia Pl, Los Angeles, CA 91343",34.229476,-118.465873
47,CDD,15,*,ND,2661,"",PASADENA,AV,PLACITA DE NINOS,LINCOLN HTS,90031,1,635A1,3594,"",5205019900,"90031, CA",34.08000946044922,-118.21200561523438
25,STM,146,*,"",4957,"",PASADENA,TR,LANDSCAPE MEDIAN ISLAND,"",90042,0,"",0,"","","90042, CA",34.11512756347656,-118.19194793701172
50,R&P,396,F,CC,101,"",PASEO DE LA PLAZA,"",LOS ANGELES PLAZA,LOS ANGELES,90012,4,634F3,0,"","","90012, CA",34.066219329833984,-118.23871612548828
50,VAR,396,H,CC,125,"",PASEO DE LA PLAZA,"",LOS ANGELES PLAZA,LOS ANGELES,90012,4,634F3,0,"",5408011908,"90012, CA",34.066219329833984,-118.23871612548828
50,R&P,546,H,SD,731,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,E,SD,741,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,A,SD,755,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,*,SD,807,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,B,SD,961,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,C,SD,985,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,546,D,SD,1101,"",PASEO DEL MAR,"",POINT FERMIN PARK,SAN PEDRO,90731,15,854B2,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,805,A,SD,1600,W,PASEO DEL MAR,"",WHITE POINT PARK,SAN PEDRO,90731,15,853H2,0,"",2,"San Pedro, CA",33.733299255371094,-118.30000305175781
25,STM,251,*,"",2105,"",PASEO DEL MAR,"",LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90732,0,"",0,"","","2105 W Paseo del Mar, Los Angeles, CA 90732",33.719116,-118.321853
25,STM,538,*,"",2141,"",PASEO DEL MAR,"",LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90732,0,"",0,"","","2141 W Paseo del Mar, Los Angeles, CA 90732",33.719547,-118.32315
25,STM,252,*,"",2251,"",PASEO DEL MAR,"",LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90732,0,"",0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
26,STM,178,*,SD,2256,"",PASEO DEL MAR,"",LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90732,0,823G7,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
50,R&P,508,D,ND,13925,"",PAXTON,ST,PAXTON PARK & RECREATION CTR,PACOIMA,91331,7,502B2,0,"",2616010907,"Paxton St, Paxton, FL 32567",30.979839324951172,-86.30754852294922
50,R&P,137,*,SD,2630,"",PEPPER,AV,CYPRESS PARK,GLASSELL PRK,90065,1,594J5,0,"",5453010901,"Pepper Circle, Buena Park, CA 90620",33.83695983886719,-117.98941802978516
25,STM,715,A,SD,4323,1/2,PICO,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","4323 W Pico Blvd, Los Angeles, CA 90019",34.048297,-118.328704
25,STM,715,B,"",4377,1/2,PICO,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","4377 W Pico Blvd, Los Angeles, CA 90019",34.048454,-118.330307
25,STM,715,C,"",4411,1/2,PICO,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,715,D,"",4455,1/2,PICO,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","4455 W Pico Blvd, Los Angeles, CA 90019",34.048549,-118.331932
25,STM,715,*,"",4731,W,PICO,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,511,*,"",5348,W,PICO,BL,PEDESTRIAN TUNNEL,LOS ANGELES,90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
29,COU,10,*,SD,5651,W,PICO,BL,LESSOR: KONSTANTINOS ZINELIS AND ANNA ZINELIS,LOS ANGELES,90019,10,633B4,2695,4999-564,"","5651 W Pico Blvd, Los Angeles, CA 90019",34.050529,-118.361167
63,VAR,689,*,ND,8868,W,PICO,BL,WEST WILSHIRE,LOS ANGELES,90035,5,632H3,0,"",4305014902,"90035, CA",34.0518684387207,-118.3838119506836
60,VAR,143,*,SD,607,"",PIONEER,AV,VACANT PROPERTY,WILMINGTON,90744,15,794G6,0,"",7424024901,"Wilmington, CA",33.779998779296875,-118.26200103759766
60,VAR,36,*,ND,17863,"",PORTO MARINA,WY,VACANT,PACFC PALDS,90272,11,"",4090,4416-015-903,4416015903,"Palms, CA",34.02280044555664,-118.40499877929688
25,STM,316,*,"",17924,"",PORTO MARINA,WY,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,11,630F6,0,"","","Palms, CA",34.02280044555664,-118.40499877929688
26,STM,207,*,SD,2175,"",PROSSER,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90025,0,632C4,0,"","","90025, CA",34.04511260986328,-118.44671630859375
63,VAR,698,*,ND,2367,"",PROSSER,AV,OFF STREET PARKING,RANCHO PARK,90064,5,632D4,0,"",4320013901,"2367 Prosser Ave, Los Angeles, CA 90064",34.044395,-118.421798
25,STM,865,F,"",2429,1/2,PROSSER,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,5,"","","","","90034, CA",34.030677795410156,-118.3995590209961
50,R&P,709,A,ND,709,"",RADCLIFFE,AV,TEMESCAL CANYON PARK,PACFC PALSDS,90272,11,630J6,0,"","",Palmas Barrio,17.971099853515625,-66.04149627685547
25,STM,940,*,"",815,"",RADCLIFFE,AV,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,630J6,0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,406,*,ND,4647,"",RADFORD,AV,LANDSCAPE MEDIAN ISLAND,N. HOLLYWOOD,91607,0,"",0,"","","91607, CA",34.166542053222656,-118.3998031616211
25,STM,369,*,ND,4700,"",RADFORD,AV,LANDSCAPE MEDIAN ISLAND,N. HOLLYWOOD,91607,0,"",0,"","","91607, CA",34.166542053222656,-118.3998031616211
25,STM,702,*,ND,4727,"",RADFORD,AV,LANDSCAPE MEDIAN ISLAND,N. HOLLYWOOD,91607,0,"",0,"","","91607, CA",34.166542053222656,-118.3998031616211
50,R&P,273,S,ND,5375,"",RED OAK,DR,GRIFFITH PARK,LOS ANGELES,90068,1,593H2,0,"","","Griffith Park, CA",34.13362503051758,-118.30403900146484
9,POL,89,*,SD,110,E,REGENT,ST,Inglewood Juvenile Court,INGLEWOOD,90301,0,703C2,"","","","110 E Regent St, Inglewood, CA 90301",33.964172,-118.354339
63,VAR,725,*,ND,7117,"",REMMET,AV,LOT 725,CANOGA PARK,91303,3,530A4,0,"",2111026902,"7117 Remmet Ave, Los Angeles, CA 91303",34.199669659137726,-118.60034108161926
63,VAR,618,*,ND,7134,"",REMMET,AV,CANOGA PARK,CANOGA PARK,91303,3,530A4,0,"",2111027900,"Canoga Park, CA",34.20109939575195,-118.59700012207031
63,VAR,687,*,ND,7141,"",REMMET,AV,CANOGA PARK,CANOGA PARK,91303,3,530A6,0,"",2111026900,"Canoga Park, CA",34.20109939575195,-118.59700012207031
63,VAR,644,*,ND,7219,"",REMMET,AV,CANOGA PARK,CANOGA PARK,91303,3,530A4,0,"",2111019902,"Canoga Park, CA",34.20109939575195,-118.59700012207031
25,STM,493,*,ND,7213,"",RESEDA,BL,LANDSCAPE MEDIAN ISLAND,RESEDA,91335,0,"",0,"","","Reseda, CA",34.20109939575195,-118.53600311279297
25,STM,728,*,ND,8720,"",RESEDA,BL,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
26,STM,226,*,ND,8741,"",RESEDA,BL,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,500J7,0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,728,A,ND,8761,"",RESEDA,BL,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,728,B,ND,9721,"",RESEDA,BL,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
50,R&P,578,A,ND,2803,"",REYNIER,AV,REYNIER PARK,LOS ANGELES,90034,10,632H6,0,"","","90034, CA",34.030677795410156,-118.3995590209961
9,POL,53,*,ND,3934,"",RIGALI,ST,EQUESTRIAN CENTER,ATWATER,90039,4,564C6,0,"",5594018902,"3934 Rigali Ave, Los Angeles, CA 90039",34.127353,-118.27069
50,R&P,314,H,ND,18041,"",RINALDI,ST,ALISO CANYON PARK,LOS ANGELES,91326,12,500 J1,0,"","","18041 Rinaldi St, Porter Ranch, CA 91326",34.279212,-118.526733
60,VAR,7,*,ND,2363,"",RIVERDALE,AV,CRYSTAL STREET PARK - GARDEN,LOS ANGELES,90039,13,594E3,0,L-20875-201,"","90039, CA",34.1123161315918,-118.26122283935547
50,R&P,902,*,ND,900,"",RIVERSIDE,DR,EQUESTRIAN CENTER,BURBANK,91506,4,563G3,0,"","","900 W Riverside Dr, Burbank, CA 91506",34.160682,-118.310546
50,R&P,236,*,ND,3201,"",RIVERSIDE,DR,FRIENDSHIP AUDITORIUM,ATWATER,90039,4,594C2,0,"","","3201 Riverside Dr, Los Angeles, CA 90027",34.114383,-118.268905
50,R&P,236,D,ND,3201,"",RIVERSIDE,DR,RANGER CLUBHOUSE,ATWATER,90039,4,594C2,0,"","","3201 Riverside Dr, Los Angeles, CA 90027",34.114383,-118.268905
50,R&P,236,A,ND,3401,"",RIVERSIDE,DR,GRIFFITH RECREATION CENTER,ATWATER,90039,4,594C2,0,"","","3401 Riverside Dr, Los Angeles, CA 90027",34.116653,-118.270271
50,R&P,236,E,ND,3401,"",RIVERSIDE,DR,NURSERY SCHOOL HOUSE,ATWATER,90039,4,594C2,0,"","","3401 Riverside Dr, Los Angeles, CA 90027",34.116653,-118.270271
50,R&P,279,R,SD,5598,"",RIVERSIDE,DR,GRIFFITH PARK,LOS ANGELES,90027,7,594C2,0,"","","Griffith Park, CA",34.13362503051758,-118.30403900146484
29,VAR,33,*,ND,10116,"",RIVERSIDE,DR,LESSOR: RIVERSIDE DRIVE LLC,LOS ANGELES,91602,4,563C4,2550,4999-788,"","91602, CA",34.150726318359375,-118.3659896850586
29,"",31,*,ND,822,S,ROBERTSON,BL,LESSOR: RAY ROSENBERG,LOS ANGELES,90035,5,632J2,2531,4999-785,4333015035,"822 S Robertson Blvd, Los Angeles, CA 90211",34.061981,-118.383224
25,STM,622,*,ND,17221,"",ROSCOE,BL,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91325,0,"",0,"","","17221 Roscoe Blvd, Los Angeles, CA 91325",34.222347,-118.50827
9,POL,83,*,ND,23001,"",ROSCOE,BL,NEW 911 SITE,LOS ANGELES,91304,12,529G2,59000,"",2005002900,"91304, CA",34.22397994995117,-118.63321685791016
50,R&P,90,*,ND,23660,"",ROSCOE,BL,CANOGA PARK,LOS ANGELES,91304,3,529F2,0,"","","23660 Roscoe Blvd, Los Angeles, CA 91304",34.219111651182175,-118.64270523190498
50,R&P,752,A,ND,298,"",ROSE,AV,VENICE BEACH OCEAN FRONT WALK,VENICE,90291,6,671G6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,524,*,ND,1233,"",ROSE,AV,PENMAR GOLF,VENICE,90066,6,671J3,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,524,B,ND,1233,"",ROSE,AV,PENMAR GOLF COURSE UNIT A,VENICE,90066,6,671J3,0,"",4244001900,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,524,C,ND,1233,"",ROSE,AV,PENMAR GOLF COURSE UNIT K,VENICE,90066,6,671J3,0,"",4244001900,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,48,*,"",4201,1/2,ROSEWOOD,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90004,"","","","","","90004, CA",34.07624053955078,-118.31137084960938
26,STM,48,A,"",4203,1/2,ROSEWOOD,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90004,"","","","","","90004, CA",34.07624053955078,-118.31137084960938
63,VAR,723,*,SD,7841,"",ROSEWOOD,AV,LOT # 723,LOS ANGELES,90036,5,568C7,0,"",5527021900,"7841 Rosewood Ave, Los Angeles, CA 90036",34.080224856734276,-118.36013451218605
25,STM,422,*,"",2872,"",ROWENA,AV,PEDESTRIAN TUNNEL,LOS ANGELES,90039,0,"",0,"","","2872 Rowena Ave, Los Angeles, CA 90039",34.107803,-118.266929
63,VAR,675,*,ND,4642,"",RUSSELL,AV,HOLLYWOOD,HOLLYWOOD,90027,4,594A4,0,"",5590020900,"Hollywood, MD",39.012298583984375,-76.92530059814453
